Shun'ichi Ozawa	Ozawa, Shun' ichi	http://vocab.getty.edu/ulan/500261734
Mme Olofsson	Olofsson, Anneè	http://vocab.getty.edu/ulan/500333181
A. Olofsson	Olofsson, Anneè	http://vocab.getty.edu/ulan/500333181
Olofsson	Olofsson, Anneè	http://vocab.getty.edu/ulan/500333181
Olofsson, Anneé	Olofsson, Anneè	http://vocab.getty.edu/ulan/500333181
Olofsson, Annee	Olofsson, Anneè	http://vocab.getty.edu/ulan/500333181
Annee Olofsson	Olofsson, Anneè	http://vocab.getty.edu/ulan/500333181
Oloffson, Annee	Olofsson, Anneè	http://vocab.getty.edu/ulan/500333181
Annee Oloffson	Olofsson, Anneè	http://vocab.getty.edu/ulan/500333181
Orfeo Orfei	Orfei, Orfeo	http://vocab.getty.edu/ulan/500025232
O. Orfei	Orfei, Orfeo	http://vocab.getty.edu/ulan/500025232
M. Orfei	Orfei, Orfeo	http://vocab.getty.edu/ulan/500025232
M Orfei	Orfei, Orfeo	http://vocab.getty.edu/ulan/500025232
O Orfei	Orfei, Orfeo	http://vocab.getty.edu/ulan/500025232
M. Orfeo Orfei	Orfei, Orfeo	http://vocab.getty.edu/ulan/500025232
Orfei	Orfei, Orfeo	http://vocab.getty.edu/ulan/500025232
M Orfeo Orfei	Orfei, Orfeo	http://vocab.getty.edu/ulan/500025232
Tomislav Odak	Odak, Tomislav	http://vocab.getty.edu/ulan/500242793
M. Odak	Odak, Tomislav	http://vocab.getty.edu/ulan/500242793
M Tomislav Odak	Odak, Tomislav	http://vocab.getty.edu/ulan/500242793
M. Tomislav Odak	Odak, Tomislav	http://vocab.getty.edu/ulan/500242793
T Odak	Odak, Tomislav	http://vocab.getty.edu/ulan/500242793
T. Odak	Odak, Tomislav	http://vocab.getty.edu/ulan/500242793
M Odak	Odak, Tomislav	http://vocab.getty.edu/ulan/500242793
Odak	Odak, Tomislav	http://vocab.getty.edu/ulan/500242793
Helmer Osslund	Osslund, Helmer	http://vocab.getty.edu/ulan/500070660	http://id.loc.gov/authorities/names/nr2002021671
M. Helmer Osslund	Osslund, Helmer	http://vocab.getty.edu/ulan/500070660	http://id.loc.gov/authorities/names/nr2002021671
H. Osslund	Osslund, Helmer	http://vocab.getty.edu/ulan/500070660	http://id.loc.gov/authorities/names/nr2002021671
M. Osslund	Osslund, Helmer	http://vocab.getty.edu/ulan/500070660	http://id.loc.gov/authorities/names/nr2002021671
M Osslund	Osslund, Helmer	http://vocab.getty.edu/ulan/500070660	http://id.loc.gov/authorities/names/nr2002021671
H Osslund	Osslund, Helmer	http://vocab.getty.edu/ulan/500070660	http://id.loc.gov/authorities/names/nr2002021671
Osslund	Osslund, Helmer	http://vocab.getty.edu/ulan/500070660	http://id.loc.gov/authorities/names/nr2002021671
M Helmer Osslund	Osslund, Helmer	http://vocab.getty.edu/ulan/500070660	http://id.loc.gov/authorities/names/nr2002021671
Osslund, Jonas Helmer	Osslund, Helmer	http://vocab.getty.edu/ulan/500070660	http://id.loc.gov/authorities/names/nr2002021671
Osslund, Helmer Jonas H.	Osslund, Helmer	http://vocab.getty.edu/ulan/500070660	http://id.loc.gov/authorities/names/nr2002021671
Jonas Helmer Osslund	Osslund, Helmer	http://vocab.getty.edu/ulan/500070660	http://id.loc.gov/authorities/names/nr2002021671
Valentin van Orley	Orley, Valentin van	http://vocab.getty.edu/ulan/500005872
M. Valentin van Orley	Orley, Valentin van	http://vocab.getty.edu/ulan/500005872
V. Orley	Orley, Valentin van	http://vocab.getty.edu/ulan/500005872
M. Orley	Orley, Valentin van	http://vocab.getty.edu/ulan/500005872
M Orley	Orley, Valentin van	http://vocab.getty.edu/ulan/500005872
Orley	Orley, Valentin van	http://vocab.getty.edu/ulan/500005872
V Orley	Orley, Valentin van	http://vocab.getty.edu/ulan/500005872
M Valentin van Orley	Orley, Valentin van	http://vocab.getty.edu/ulan/500005872
Orley, Valentin Van	Orley, Valentin van	http://vocab.getty.edu/ulan/500005872
Valentin Van Orley	Orley, Valentin van	http://vocab.getty.edu/ulan/500005872
Georgy Orlov	Orlov, Georgy	http://vocab.getty.edu/ulan/500120678	http://id.loc.gov/authorities/names/n85060709
M Georgy Orlov	Orlov, Georgy	http://vocab.getty.edu/ulan/500120678	http://id.loc.gov/authorities/names/n85060709
M Orlov	Orlov, Georgy	http://vocab.getty.edu/ulan/500120678	http://id.loc.gov/authorities/names/n85060709
Orlov	Orlov, Georgy	http://vocab.getty.edu/ulan/500120678	http://id.loc.gov/authorities/names/n85060709
M. Georgy Orlov	Orlov, Georgy	http://vocab.getty.edu/ulan/500120678	http://id.loc.gov/authorities/names/n85060709
G. Orlov	Orlov, Georgy	http://vocab.getty.edu/ulan/500120678	http://id.loc.gov/authorities/names/n85060709
M. Orlov	Orlov, Georgy	http://vocab.getty.edu/ulan/500120678	http://id.loc.gov/authorities/names/n85060709
G Orlov	Orlov, Georgy	http://vocab.getty.edu/ulan/500120678	http://id.loc.gov/authorities/names/n85060709
Orlov, Georgy Mikhaylovich	Orlov, Georgy	http://vocab.getty.edu/ulan/500120678	http://id.loc.gov/authorities/names/n85060709
Walter Tallant Owen	Owen, Walter Tallant	http://vocab.getty.edu/ulan/500005874
W. T. Owen	Owen, Walter Tallant	http://vocab.getty.edu/ulan/500005874
M. Walter Tallant Owen	Owen, Walter Tallant	http://vocab.getty.edu/ulan/500005874
M Walter Tallant Owen	Owen, Walter Tallant	http://vocab.getty.edu/ulan/500005874
M. Owen	Owen, Walter Tallant	http://vocab.getty.edu/ulan/500005874
Owen	Owen, Walter Tallant	http://vocab.getty.edu/ulan/500005874
M Owen	Owen, Walter Tallant	http://vocab.getty.edu/ulan/500005874
W T Owen	Owen, Walter Tallant	http://vocab.getty.edu/ulan/500005874
Matt O'Connor	O' Connor, Matt	http://vocab.getty.edu/ulan/500269281
O'Connor	O' Connor, Matt	http://vocab.getty.edu/ulan/500269281
M. O'Connor	O' Connor, Matt	http://vocab.getty.edu/ulan/500269281
M O'Connor	O' Connor, Matt	http://vocab.getty.edu/ulan/500269281
M Matt O'Connor	O' Connor, Matt	http://vocab.getty.edu/ulan/500269281
M. Matt O'Connor	O' Connor, Matt	http://vocab.getty.edu/ulan/500269281
Friederike Emilie August O'Connell	O' Connell, Friederike Emilie August	http://vocab.getty.edu/ulan/500057266
O'Connell	O' Connell, Friederike Emilie August	http://vocab.getty.edu/ulan/500057266
Mme. O'Connell	O' Connell, Friederike Emilie August	http://vocab.getty.edu/ulan/500057266
F E A O'Connell	O' Connell, Friederike Emilie August	http://vocab.getty.edu/ulan/500057266
F. E. A. O'Connell	O' Connell, Friederike Emilie August	http://vocab.getty.edu/ulan/500057266
Mme. Friederike Emilie August O'Connell	O' Connell, Friederike Emilie August	http://vocab.getty.edu/ulan/500057266
Mme Friederike Emilie August O'Connell	O' Connell, Friederike Emilie August	http://vocab.getty.edu/ulan/500057266
Mme O'Connell	O' Connell, Friederike Emilie August	http://vocab.getty.edu/ulan/500057266
Miethe, Frederique Emilie Auguste	O' Connell, Friederike Emilie August	http://vocab.getty.edu/ulan/500057266
O'Connell, Friederike Emile August	O' Connell, Friederike Emilie August	http://vocab.getty.edu/ulan/500057266
Miethe, Frédérique Emilie Auguste	O' Connell, Friederike Emilie August	http://vocab.getty.edu/ulan/500057266
O'Connell, Frédérique Emilie Auguste	O' Connell, Friederike Emilie August	http://vocab.getty.edu/ulan/500057266
O'Connell, Frédérique Émilie Auguste	O' Connell, Friederike Emilie August	http://vocab.getty.edu/ulan/500057266
O'Connell, Frédérique	O' Connell, Friederike Emilie August	http://vocab.getty.edu/ulan/500057266
O'Connell-Miethe, Frédérique	O' Connell, Friederike Emilie August	http://vocab.getty.edu/ulan/500057266
O'Connell, Frédérique-Auguste	O' Connell, Friederike Emilie August	http://vocab.getty.edu/ulan/500057266
O'Connell, Mme Emile Auguste Frederique	O' Connell, Friederike Emilie August	http://vocab.getty.edu/ulan/500057266
Mme Emile Auguste Frederique O'Connell	O' Connell, Friederike Emilie August	http://vocab.getty.edu/ulan/500057266
Joseph Biays Ord	Ord, Joseph Biays	http://vocab.getty.edu/ulan/500018587
J. B. Ord	Ord, Joseph Biays	http://vocab.getty.edu/ulan/500018587
J B Ord	Ord, Joseph Biays	http://vocab.getty.edu/ulan/500018587
Ord	Ord, Joseph Biays	http://vocab.getty.edu/ulan/500018587
M. Ord	Ord, Joseph Biays	http://vocab.getty.edu/ulan/500018587
M. Joseph Biays Ord	Ord, Joseph Biays	http://vocab.getty.edu/ulan/500018587
M Ord	Ord, Joseph Biays	http://vocab.getty.edu/ulan/500018587
M Joseph Biays Ord	Ord, Joseph Biays	http://vocab.getty.edu/ulan/500018587
Ben Ormenese	Ormenese, Ben	http://vocab.getty.edu/ulan/500340839	http://id.loc.gov/authorities/names/nr2003033782
Ormenese	Ormenese, Ben	http://vocab.getty.edu/ulan/500340839	http://id.loc.gov/authorities/names/nr2003033782
M. Ormenese	Ormenese, Ben	http://vocab.getty.edu/ulan/500340839	http://id.loc.gov/authorities/names/nr2003033782
B Ormenese	Ormenese, Ben	http://vocab.getty.edu/ulan/500340839	http://id.loc.gov/authorities/names/nr2003033782
M Ben Ormenese	Ormenese, Ben	http://vocab.getty.edu/ulan/500340839	http://id.loc.gov/authorities/names/nr2003033782
M Ormenese	Ormenese, Ben	http://vocab.getty.edu/ulan/500340839	http://id.loc.gov/authorities/names/nr2003033782
B. Ormenese	Ormenese, Ben	http://vocab.getty.edu/ulan/500340839	http://id.loc.gov/authorities/names/nr2003033782
M. Ben Ormenese	Ormenese, Ben	http://vocab.getty.edu/ulan/500340839	http://id.loc.gov/authorities/names/nr2003033782
Ormenese, Benito	Ormenese, Ben	http://vocab.getty.edu/ulan/500340839	http://id.loc.gov/authorities/names/nr2003033782
Agustín Otermín y García Bustamante	Otermín y García Bustamante, Agustín	http://vocab.getty.edu/ulan/500038911
M Otermín y García Bustamante	Otermín y García Bustamante, Agustín	http://vocab.getty.edu/ulan/500038911
A. Otermín y García Bustamante	Otermín y García Bustamante, Agustín	http://vocab.getty.edu/ulan/500038911
M. Otermín y García Bustamante	Otermín y García Bustamante, Agustín	http://vocab.getty.edu/ulan/500038911
M. Agustín Otermín y García Bustamante	Otermín y García Bustamante, Agustín	http://vocab.getty.edu/ulan/500038911
Otermín y García Bustamante	Otermín y García Bustamante, Agustín	http://vocab.getty.edu/ulan/500038911
M Agustín Otermín y García Bustamante	Otermín y García Bustamante, Agustín	http://vocab.getty.edu/ulan/500038911
A Otermín y García Bustamante	Otermín y García Bustamante, Agustín	http://vocab.getty.edu/ulan/500038911
García Bustamante, Agustín Otermín	Otermín y García Bustamante, Agustín	http://vocab.getty.edu/ulan/500038911
Otermín García, Agustín	Otermín y García Bustamante, Agustín	http://vocab.getty.edu/ulan/500038911
Otermín, Agustín	Otermín y García Bustamante, Agustín	http://vocab.getty.edu/ulan/500038911
M. O'Brady	O' Brady	http://vocab.getty.edu/ulan/500071917
M O'Brady	O' Brady	http://vocab.getty.edu/ulan/500071917
O'Brady	O' Brady	http://vocab.getty.edu/ulan/500071917
Edward Ould	Ould, Edward	http://vocab.getty.edu/ulan/500096181
Ould	Ould, Edward	http://vocab.getty.edu/ulan/500096181
E. Ould	Ould, Edward	http://vocab.getty.edu/ulan/500096181
M. Edward Ould	Ould, Edward	http://vocab.getty.edu/ulan/500096181
M. Ould	Ould, Edward	http://vocab.getty.edu/ulan/500096181
E Ould	Ould, Edward	http://vocab.getty.edu/ulan/500096181
M Ould	Ould, Edward	http://vocab.getty.edu/ulan/500096181
M Edward Ould	Ould, Edward	http://vocab.getty.edu/ulan/500096181
Dagmar Otte	Otte, Dagmar	http://vocab.getty.edu/ulan/500079628
D. Otte	Otte, Dagmar	http://vocab.getty.edu/ulan/500079628
Mme. Dagmar Otte	Otte, Dagmar	http://vocab.getty.edu/ulan/500079628
Mme. Otte	Otte, Dagmar	http://vocab.getty.edu/ulan/500079628
Mme Otte	Otte, Dagmar	http://vocab.getty.edu/ulan/500079628
D Otte	Otte, Dagmar	http://vocab.getty.edu/ulan/500079628
Mme Dagmar Otte	Otte, Dagmar	http://vocab.getty.edu/ulan/500079628
Otte	Otte, Dagmar	http://vocab.getty.edu/ulan/500079628
Oberkampf, Christophe Philippe	Oberkampf, Christophe Philippe	http://vocab.getty.edu/ulan/500072509	http://id.loc.gov/authorities/names/n81133457
Christophe Philippe Oberkampf	Oberkampf, Christophe Philippe	http://vocab.getty.edu/ulan/500072509	http://id.loc.gov/authorities/names/n81133457
M Oberkampf	Oberkampf, Christophe Philippe	http://vocab.getty.edu/ulan/500072509	http://id.loc.gov/authorities/names/n81133457
M. Oberkampf	Oberkampf, Christophe Philippe	http://vocab.getty.edu/ulan/500072509	http://id.loc.gov/authorities/names/n81133457
M. Christophe Philippe Oberkampf	Oberkampf, Christophe Philippe	http://vocab.getty.edu/ulan/500072509	http://id.loc.gov/authorities/names/n81133457
M Christophe Philippe Oberkampf	Oberkampf, Christophe Philippe	http://vocab.getty.edu/ulan/500072509	http://id.loc.gov/authorities/names/n81133457
C. P. Oberkampf	Oberkampf, Christophe Philippe	http://vocab.getty.edu/ulan/500072509	http://id.loc.gov/authorities/names/n81133457
C P Oberkampf	Oberkampf, Christophe Philippe	http://vocab.getty.edu/ulan/500072509	http://id.loc.gov/authorities/names/n81133457
Oberkampf	Oberkampf, Christophe Philippe	http://vocab.getty.edu/ulan/500072509	http://id.loc.gov/authorities/names/n81133457
Onatas of Aegina	Onatas	http://vocab.getty.edu/ulan/500046489
M. Onatas	Onatas	http://vocab.getty.edu/ulan/500046489
Onatas	Onatas	http://vocab.getty.edu/ulan/500046489
M Onatas	Onatas	http://vocab.getty.edu/ulan/500046489
Maurice Henri Orange	Orange, Maurice Henri	http://vocab.getty.edu/ulan/500092636
M Orange	Orange, Maurice Henri	http://vocab.getty.edu/ulan/500092636
M. Orange	Orange, Maurice Henri	http://vocab.getty.edu/ulan/500092636
M. H. Orange	Orange, Maurice Henri	http://vocab.getty.edu/ulan/500092636
M. Maurice Henri Orange	Orange, Maurice Henri	http://vocab.getty.edu/ulan/500092636
M H Orange	Orange, Maurice Henri	http://vocab.getty.edu/ulan/500092636
Orange	Orange, Maurice Henri	http://vocab.getty.edu/ulan/500092636
M Maurice Henri Orange	Orange, Maurice Henri	http://vocab.getty.edu/ulan/500092636
Orange, Maurice	Orange, Maurice Henri	http://vocab.getty.edu/ulan/500092636
Waldemar Otto	Otto, Waldemar	http://vocab.getty.edu/ulan/500096189	http://id.loc.gov/authorities/names/n84168076
M Waldemar Otto	Otto, Waldemar	http://vocab.getty.edu/ulan/500096189	http://id.loc.gov/authorities/names/n84168076
W Otto	Otto, Waldemar	http://vocab.getty.edu/ulan/500096189	http://id.loc.gov/authorities/names/n84168076
M. Waldemar Otto	Otto, Waldemar	http://vocab.getty.edu/ulan/500096189	http://id.loc.gov/authorities/names/n84168076
Otto	Otto, Waldemar	http://vocab.getty.edu/ulan/500096189	http://id.loc.gov/authorities/names/n84168076
W. Otto	Otto, Waldemar	http://vocab.getty.edu/ulan/500096189	http://id.loc.gov/authorities/names/n84168076
M. Otto	Otto, Waldemar	http://vocab.getty.edu/ulan/500096189	http://id.loc.gov/authorities/names/n84168076
M Otto	Otto, Waldemar	http://vocab.getty.edu/ulan/500096189	http://id.loc.gov/authorities/names/n84168076
Barrie Thomas Ormsby	Ormsby, Barrie Thomas	http://vocab.getty.edu/ulan/500235211
M Ormsby	Ormsby, Barrie Thomas	http://vocab.getty.edu/ulan/500235211
Ormsby	Ormsby, Barrie Thomas	http://vocab.getty.edu/ulan/500235211
M Barrie Thomas Ormsby	Ormsby, Barrie Thomas	http://vocab.getty.edu/ulan/500235211
B T Ormsby	Ormsby, Barrie Thomas	http://vocab.getty.edu/ulan/500235211
M. Barrie Thomas Ormsby	Ormsby, Barrie Thomas	http://vocab.getty.edu/ulan/500235211
B. T. Ormsby	Ormsby, Barrie Thomas	http://vocab.getty.edu/ulan/500235211
M. Ormsby	Ormsby, Barrie Thomas	http://vocab.getty.edu/ulan/500235211
J. Fred Olson	Olson, J. Fred	http://vocab.getty.edu/ulan/500097639
J. F. Olson	Olson, J. Fred	http://vocab.getty.edu/ulan/500097639
J F Olson	Olson, J. Fred	http://vocab.getty.edu/ulan/500097639
M. J. Fred Olson	Olson, J. Fred	http://vocab.getty.edu/ulan/500097639
M. Olson	Olson, J. Fred	http://vocab.getty.edu/ulan/500097639
M Olson	Olson, J. Fred	http://vocab.getty.edu/ulan/500097639
M J. Fred Olson	Olson, J. Fred	http://vocab.getty.edu/ulan/500097639
Olson	Olson, J. Fred	http://vocab.getty.edu/ulan/500097639
Olson, Josef Fredrik	Olson, J. Fred	http://vocab.getty.edu/ulan/500097639
Warren Orbaugh	Orbaugh, Warren	http://vocab.getty.edu/ulan/500254564
W. Orbaugh	Orbaugh, Warren	http://vocab.getty.edu/ulan/500254564
Orbaugh	Orbaugh, Warren	http://vocab.getty.edu/ulan/500254564
M Warren Orbaugh	Orbaugh, Warren	http://vocab.getty.edu/ulan/500254564
M. Orbaugh	Orbaugh, Warren	http://vocab.getty.edu/ulan/500254564
M. Warren Orbaugh	Orbaugh, Warren	http://vocab.getty.edu/ulan/500254564
W Orbaugh	Orbaugh, Warren	http://vocab.getty.edu/ulan/500254564
M Orbaugh	Orbaugh, Warren	http://vocab.getty.edu/ulan/500254564
Oikopheles	Oikopheles	http://vocab.getty.edu/ulan/500099377
M. Oikopheles	Oikopheles	http://vocab.getty.edu/ulan/500099377
M Oikopheles	Oikopheles	http://vocab.getty.edu/ulan/500099377
Charles Orr	Orr, Charles	http://vocab.getty.edu/ulan/500234408
M. Orr	Orr, Charles	http://vocab.getty.edu/ulan/500234408
C. Orr	Orr, Charles	http://vocab.getty.edu/ulan/500234408
C Orr	Orr, Charles	http://vocab.getty.edu/ulan/500234408
M Charles Orr	Orr, Charles	http://vocab.getty.edu/ulan/500234408
M Orr	Orr, Charles	http://vocab.getty.edu/ulan/500234408
Orr	Orr, Charles	http://vocab.getty.edu/ulan/500234408
M. Charles Orr	Orr, Charles	http://vocab.getty.edu/ulan/500234408
Ouzanove (unidentified)	Ouzanove (unidentified)	http://vocab.getty.edu/ulan/500053350
M. Ouzanove (unidentified)	Ouzanove (unidentified)	http://vocab.getty.edu/ulan/500053350
M Ouzanove (unidentified)	Ouzanove (unidentified)	http://vocab.getty.edu/ulan/500053350
Lotti Ortner-Röhr	Ortner Röhr, Lotti	http://vocab.getty.edu/ulan/500100899
L Ortner Röhr	Ortner Röhr, Lotti	http://vocab.getty.edu/ulan/500100899
M. Ortner Röhr	Ortner Röhr, Lotti	http://vocab.getty.edu/ulan/500100899
M. Lotti Ortner Röhr	Ortner Röhr, Lotti	http://vocab.getty.edu/ulan/500100899
L. Ortner Röhr	Ortner Röhr, Lotti	http://vocab.getty.edu/ulan/500100899
M Lotti Ortner Röhr	Ortner Röhr, Lotti	http://vocab.getty.edu/ulan/500100899
Lotti Ortner Röhr	Ortner Röhr, Lotti	http://vocab.getty.edu/ulan/500100899
M Ortner Röhr	Ortner Röhr, Lotti	http://vocab.getty.edu/ulan/500100899
Ortner Röhr	Ortner Röhr, Lotti	http://vocab.getty.edu/ulan/500100899
Annie Ovenden	Ovenden, Annie	http://vocab.getty.edu/ulan/500073263
A Ovenden	Ovenden, Annie	http://vocab.getty.edu/ulan/500073263
Ovenden	Ovenden, Annie	http://vocab.getty.edu/ulan/500073263
Mme Annie Ovenden	Ovenden, Annie	http://vocab.getty.edu/ulan/500073263
Mme. Ovenden	Ovenden, Annie	http://vocab.getty.edu/ulan/500073263
Mme Ovenden	Ovenden, Annie	http://vocab.getty.edu/ulan/500073263
Mme. Annie Ovenden	Ovenden, Annie	http://vocab.getty.edu/ulan/500073263
A. Ovenden	Ovenden, Annie	http://vocab.getty.edu/ulan/500073263
Veljko Olujić	Olujić, Veljko	http://vocab.getty.edu/ulan/500282767
V Olujić	Olujić, Veljko	http://vocab.getty.edu/ulan/500282767
M. Olujić	Olujić, Veljko	http://vocab.getty.edu/ulan/500282767
M Veljko Olujić	Olujić, Veljko	http://vocab.getty.edu/ulan/500282767
M Olujić	Olujić, Veljko	http://vocab.getty.edu/ulan/500282767
Olujić	Olujić, Veljko	http://vocab.getty.edu/ulan/500282767
M. Veljko Olujić	Olujić, Veljko	http://vocab.getty.edu/ulan/500282767
V. Olujić	Olujić, Veljko	http://vocab.getty.edu/ulan/500282767
Olujic, Veljko	Olujić, Veljko	http://vocab.getty.edu/ulan/500282767
Manuel Outumuro	Outumuro, Manuel	http://vocab.getty.edu/ulan/500339907	http://id.loc.gov/authorities/names/no2002078329
M. Manuel Outumuro	Outumuro, Manuel	http://vocab.getty.edu/ulan/500339907	http://id.loc.gov/authorities/names/no2002078329
M. Outumuro	Outumuro, Manuel	http://vocab.getty.edu/ulan/500339907	http://id.loc.gov/authorities/names/no2002078329
Outumuro	Outumuro, Manuel	http://vocab.getty.edu/ulan/500339907	http://id.loc.gov/authorities/names/no2002078329
M Manuel Outumuro	Outumuro, Manuel	http://vocab.getty.edu/ulan/500339907	http://id.loc.gov/authorities/names/no2002078329
M Outumuro	Outumuro, Manuel	http://vocab.getty.edu/ulan/500339907	http://id.loc.gov/authorities/names/no2002078329
Eilis O'Connell	O' Connell, Eilis	http://vocab.getty.edu/ulan/500093667	http://id.loc.gov/authorities/names/n98024399
M O'Connell	O' Connell, Eilis	http://vocab.getty.edu/ulan/500093667	http://id.loc.gov/authorities/names/n98024399
O'Connell	O' Connell, Eilis	http://vocab.getty.edu/ulan/500093667	http://id.loc.gov/authorities/names/n98024399
E. O'Connell	O' Connell, Eilis	http://vocab.getty.edu/ulan/500093667	http://id.loc.gov/authorities/names/n98024399
E O'Connell	O' Connell, Eilis	http://vocab.getty.edu/ulan/500093667	http://id.loc.gov/authorities/names/n98024399
