Carol Jackson	Jackson, Carol	http://vocab.getty.edu/ulan/500332505
M. John Christen Johansen	Johansen, John Christen	http://vocab.getty.edu/ulan/500012512	http://id.loc.gov/authorities/names/nr98029584
M Johansen	Johansen, John Christen	http://vocab.getty.edu/ulan/500012512	http://id.loc.gov/authorities/names/nr98029584
Johansen	Johansen, John Christen	http://vocab.getty.edu/ulan/500012512	http://id.loc.gov/authorities/names/nr98029584
M John Christen Johansen	Johansen, John Christen	http://vocab.getty.edu/ulan/500012512	http://id.loc.gov/authorities/names/nr98029584
M. Johansen	Johansen, John Christen	http://vocab.getty.edu/ulan/500012512	http://id.loc.gov/authorities/names/nr98029584
J C Johansen	Johansen, John Christen	http://vocab.getty.edu/ulan/500012512	http://id.loc.gov/authorities/names/nr98029584
J. C. Johansen	Johansen, John Christen	http://vocab.getty.edu/ulan/500012512	http://id.loc.gov/authorities/names/nr98029584
Johansen, John Christian	Johansen, John Christen	http://vocab.getty.edu/ulan/500012512	http://id.loc.gov/authorities/names/nr98029584
Johansen, John C.	Johansen, John Christen	http://vocab.getty.edu/ulan/500012512	http://id.loc.gov/authorities/names/nr98029584
Quico Jorreto	Jorreto, Quico	http://vocab.getty.edu/ulan/500288546
M. Jorreto	Jorreto, Quico	http://vocab.getty.edu/ulan/500288546
Jorreto	Jorreto, Quico	http://vocab.getty.edu/ulan/500288546
Q. Jorreto	Jorreto, Quico	http://vocab.getty.edu/ulan/500288546
M Quico Jorreto	Jorreto, Quico	http://vocab.getty.edu/ulan/500288546
Q Jorreto	Jorreto, Quico	http://vocab.getty.edu/ulan/500288546
M. Quico Jorreto	Jorreto, Quico	http://vocab.getty.edu/ulan/500288546
M Jorreto	Jorreto, Quico	http://vocab.getty.edu/ulan/500288546
Jacques Jeannet	Jeannet, Jacques	http://vocab.getty.edu/ulan/500113121
Jeannet	Jeannet, Jacques	http://vocab.getty.edu/ulan/500113121
J Jeannet	Jeannet, Jacques	http://vocab.getty.edu/ulan/500113121
J. Jeannet	Jeannet, Jacques	http://vocab.getty.edu/ulan/500113121
M Jacques Jeannet	Jeannet, Jacques	http://vocab.getty.edu/ulan/500113121
M Jeannet	Jeannet, Jacques	http://vocab.getty.edu/ulan/500113121
M. Jacques Jeannet	Jeannet, Jacques	http://vocab.getty.edu/ulan/500113121
M. Jeannet	Jeannet, Jacques	http://vocab.getty.edu/ulan/500113121
Harold Joos	Joos, Harold	http://vocab.getty.edu/ulan/500346341	http://id.loc.gov/authorities/names/n86839354
M. Harold Joos	Joos, Harold	http://vocab.getty.edu/ulan/500346341	http://id.loc.gov/authorities/names/n86839354
M Harold Joos	Joos, Harold	http://vocab.getty.edu/ulan/500346341	http://id.loc.gov/authorities/names/n86839354
H Joos	Joos, Harold	http://vocab.getty.edu/ulan/500346341	http://id.loc.gov/authorities/names/n86839354
M Joos	Joos, Harold	http://vocab.getty.edu/ulan/500346341	http://id.loc.gov/authorities/names/n86839354
H. Joos	Joos, Harold	http://vocab.getty.edu/ulan/500346341	http://id.loc.gov/authorities/names/n86839354
M. Joos	Joos, Harold	http://vocab.getty.edu/ulan/500346341	http://id.loc.gov/authorities/names/n86839354
Joos	Joos, Harold	http://vocab.getty.edu/ulan/500346341	http://id.loc.gov/authorities/names/n86839354
Thomas Orlando Sheldon Jewitt	Jewitt, Thomas Orlando Sheldon	http://vocab.getty.edu/ulan/500012520	http://id.loc.gov/authorities/names/nr93000053
T. O. S. Jewitt	Jewitt, Thomas Orlando Sheldon	http://vocab.getty.edu/ulan/500012520	http://id.loc.gov/authorities/names/nr93000053
M. Jewitt	Jewitt, Thomas Orlando Sheldon	http://vocab.getty.edu/ulan/500012520	http://id.loc.gov/authorities/names/nr93000053
T O S Jewitt	Jewitt, Thomas Orlando Sheldon	http://vocab.getty.edu/ulan/500012520	http://id.loc.gov/authorities/names/nr93000053
M. Thomas Orlando Sheldon Jewitt	Jewitt, Thomas Orlando Sheldon	http://vocab.getty.edu/ulan/500012520	http://id.loc.gov/authorities/names/nr93000053
M Jewitt	Jewitt, Thomas Orlando Sheldon	http://vocab.getty.edu/ulan/500012520	http://id.loc.gov/authorities/names/nr93000053
M Thomas Orlando Sheldon Jewitt	Jewitt, Thomas Orlando Sheldon	http://vocab.getty.edu/ulan/500012520	http://id.loc.gov/authorities/names/nr93000053
Jewitt	Jewitt, Thomas Orlando Sheldon	http://vocab.getty.edu/ulan/500012520	http://id.loc.gov/authorities/names/nr93000053
Jewitt, Thomas Orlando Shelton	Jewitt, Thomas Orlando Sheldon	http://vocab.getty.edu/ulan/500012520	http://id.loc.gov/authorities/names/nr93000053
Jewett, Thomas Orlando Sheldon	Jewitt, Thomas Orlando Sheldon	http://vocab.getty.edu/ulan/500012520	http://id.loc.gov/authorities/names/nr93000053
Kevin Jenkins	Jenkins, Kevin	http://vocab.getty.edu/ulan/500129114
M Kevin Jenkins	Jenkins, Kevin	http://vocab.getty.edu/ulan/500129114
K. Jenkins	Jenkins, Kevin	http://vocab.getty.edu/ulan/500129114
M. Jenkins	Jenkins, Kevin	http://vocab.getty.edu/ulan/500129114
K Jenkins	Jenkins, Kevin	http://vocab.getty.edu/ulan/500129114
M Jenkins	Jenkins, Kevin	http://vocab.getty.edu/ulan/500129114
M. Kevin Jenkins	Jenkins, Kevin	http://vocab.getty.edu/ulan/500129114
Jenkins	Jenkins, Kevin	http://vocab.getty.edu/ulan/500129114
Sean Joyce	Joyce, Sean	http://vocab.getty.edu/ulan/500129115
M Joyce	Joyce, Sean	http://vocab.getty.edu/ulan/500129115
M. Joyce	Joyce, Sean	http://vocab.getty.edu/ulan/500129115
S. Joyce	Joyce, Sean	http://vocab.getty.edu/ulan/500129115
S Joyce	Joyce, Sean	http://vocab.getty.edu/ulan/500129115
M. Sean Joyce	Joyce, Sean	http://vocab.getty.edu/ulan/500129115
M Sean Joyce	Joyce, Sean	http://vocab.getty.edu/ulan/500129115
Joyce	Joyce, Sean	http://vocab.getty.edu/ulan/500129115
Michael Johnson	Johnson, Michael	http://vocab.getty.edu/ulan/500005766	http://id.loc.gov/authorities/names/n90612043
M Michael Johnson	Johnson, Michael	http://vocab.getty.edu/ulan/500005766	http://id.loc.gov/authorities/names/n90612043
Johnson	Johnson, Michael	http://vocab.getty.edu/ulan/500005766	http://id.loc.gov/authorities/names/n90612043
M. Michael Johnson	Johnson, Michael	http://vocab.getty.edu/ulan/500005766	http://id.loc.gov/authorities/names/n90612043
M Johnson	Johnson, Michael	http://vocab.getty.edu/ulan/500005766	http://id.loc.gov/authorities/names/n90612043
M. Johnson	Johnson, Michael	http://vocab.getty.edu/ulan/500005766	http://id.loc.gov/authorities/names/n90612043
Iván Juárez	Juárez, Iván	http://vocab.getty.edu/ulan/500285231
M Juárez	Juárez, Iván	http://vocab.getty.edu/ulan/500285231
M. Iván Juárez	Juárez, Iván	http://vocab.getty.edu/ulan/500285231
I Juárez	Juárez, Iván	http://vocab.getty.edu/ulan/500285231
M Iván Juárez	Juárez, Iván	http://vocab.getty.edu/ulan/500285231
Juárez	Juárez, Iván	http://vocab.getty.edu/ulan/500285231
I. Juárez	Juárez, Iván	http://vocab.getty.edu/ulan/500285231
M. Juárez	Juárez, Iván	http://vocab.getty.edu/ulan/500285231
M. Dean Jones	Jones, M. Dean	http://vocab.getty.edu/ulan/500076440
Jones	Jones, M. Dean	http://vocab.getty.edu/ulan/500076440
M. D. Jones	Jones, M. Dean	http://vocab.getty.edu/ulan/500076440
M. M. Dean Jones	Jones, M. Dean	http://vocab.getty.edu/ulan/500076440
M D Jones	Jones, M. Dean	http://vocab.getty.edu/ulan/500076440
M Jones	Jones, M. Dean	http://vocab.getty.edu/ulan/500076440
M. Jones	Jones, M. Dean	http://vocab.getty.edu/ulan/500076440
M M. Dean Jones	Jones, M. Dean	http://vocab.getty.edu/ulan/500076440
G. H. Jenkins	Jenkins, G. H.	http://vocab.getty.edu/ulan/500025913
G. H. Jenkins	Jenkins, G. H.	http://vocab.getty.edu/ulan/500025913
G H Jenkins	Jenkins, G. H.	http://vocab.getty.edu/ulan/500025913
M G. H. Jenkins	Jenkins, G. H.	http://vocab.getty.edu/ulan/500025913
M. Jenkins	Jenkins, G. H.	http://vocab.getty.edu/ulan/500025913
M Jenkins	Jenkins, G. H.	http://vocab.getty.edu/ulan/500025913
Jenkins	Jenkins, G. H.	http://vocab.getty.edu/ulan/500025913
M. G. H. Jenkins	Jenkins, G. H.	http://vocab.getty.edu/ulan/500025913
Jenkins, George Henry	Jenkins, G. H.	http://vocab.getty.edu/ulan/500025913
Osmo Jaatinen	Jaatinen, Osmo	http://vocab.getty.edu/ulan/500099658
M. Osmo Jaatinen	Jaatinen, Osmo	http://vocab.getty.edu/ulan/500099658
O Jaatinen	Jaatinen, Osmo	http://vocab.getty.edu/ulan/500099658
M. Jaatinen	Jaatinen, Osmo	http://vocab.getty.edu/ulan/500099658
O. Jaatinen	Jaatinen, Osmo	http://vocab.getty.edu/ulan/500099658
M Osmo Jaatinen	Jaatinen, Osmo	http://vocab.getty.edu/ulan/500099658
M Jaatinen	Jaatinen, Osmo	http://vocab.getty.edu/ulan/500099658
Jaatinen	Jaatinen, Osmo	http://vocab.getty.edu/ulan/500099658
Joseph-Pierre-François Jeanselme	Jeanselme, Joseph Pierre François	http://vocab.getty.edu/ulan/500080057
M Joseph Pierre François Jeanselme	Jeanselme, Joseph Pierre François	http://vocab.getty.edu/ulan/500080057
M Jeanselme	Jeanselme, Joseph Pierre François	http://vocab.getty.edu/ulan/500080057
Joseph Pierre François Jeanselme	Jeanselme, Joseph Pierre François	http://vocab.getty.edu/ulan/500080057
J P F Jeanselme	Jeanselme, Joseph Pierre François	http://vocab.getty.edu/ulan/500080057
Jeanselme	Jeanselme, Joseph Pierre François	http://vocab.getty.edu/ulan/500080057
M. Joseph Pierre François Jeanselme	Jeanselme, Joseph Pierre François	http://vocab.getty.edu/ulan/500080057
M. Jeanselme	Jeanselme, Joseph Pierre François	http://vocab.getty.edu/ulan/500080057
J. P. F. Jeanselme	Jeanselme, Joseph Pierre François	http://vocab.getty.edu/ulan/500080057
John James	James, John	http://vocab.getty.edu/ulan/500011241
J James	James, John	http://vocab.getty.edu/ulan/500011241
James	James, John	http://vocab.getty.edu/ulan/500011241
M. James	James, John	http://vocab.getty.edu/ulan/500011241
M James	James, John	http://vocab.getty.edu/ulan/500011241
J. James	James, John	http://vocab.getty.edu/ulan/500011241
M. John James	James, John	http://vocab.getty.edu/ulan/500011241
M John James	James, John	http://vocab.getty.edu/ulan/500011241
James of Greenwich, John	James, John	http://vocab.getty.edu/ulan/500011241
Christopher Jarrett	Jarrett, Christopher	http://vocab.getty.edu/ulan/500231981
M Christopher Jarrett	Jarrett, Christopher	http://vocab.getty.edu/ulan/500231981
M Jarrett	Jarrett, Christopher	http://vocab.getty.edu/ulan/500231981
M. Jarrett	Jarrett, Christopher	http://vocab.getty.edu/ulan/500231981
Jarrett	Jarrett, Christopher	http://vocab.getty.edu/ulan/500231981
C. Jarrett	Jarrett, Christopher	http://vocab.getty.edu/ulan/500231981
C Jarrett	Jarrett, Christopher	http://vocab.getty.edu/ulan/500231981
M. Christopher Jarrett	Jarrett, Christopher	http://vocab.getty.edu/ulan/500231981
Carl Johansson	Johansson, Carl	http://vocab.getty.edu/ulan/500058704
M. Johansson	Johansson, Carl	http://vocab.getty.edu/ulan/500058704
M. Carl Johansson	Johansson, Carl	http://vocab.getty.edu/ulan/500058704
M Carl Johansson	Johansson, Carl	http://vocab.getty.edu/ulan/500058704
C Johansson	Johansson, Carl	http://vocab.getty.edu/ulan/500058704
Johansson	Johansson, Carl	http://vocab.getty.edu/ulan/500058704
C. Johansson	Johansson, Carl	http://vocab.getty.edu/ulan/500058704
M Johansson	Johansson, Carl	http://vocab.getty.edu/ulan/500058704
Palmer Jones	Jones, Palmer	http://vocab.getty.edu/ulan/500031405
Jones	Jones, Palmer	http://vocab.getty.edu/ulan/500031405
M. Palmer Jones	Jones, Palmer	http://vocab.getty.edu/ulan/500031405
P Jones	Jones, Palmer	http://vocab.getty.edu/ulan/500031405
M Jones	Jones, Palmer	http://vocab.getty.edu/ulan/500031405
P. Jones	Jones, Palmer	http://vocab.getty.edu/ulan/500031405
M Palmer Jones	Jones, Palmer	http://vocab.getty.edu/ulan/500031405
M. Jones	Jones, Palmer	http://vocab.getty.edu/ulan/500031405
Palmer-Jones, William John	Jones, Palmer	http://vocab.getty.edu/ulan/500031405
William John Palmer-Jones	Jones, Palmer	http://vocab.getty.edu/ulan/500031405
Marta Jakobovits	Jakobovits, Marta	http://vocab.getty.edu/ulan/500080040
Mme. Marta Jakobovits	Jakobovits, Marta	http://vocab.getty.edu/ulan/500080040
Mme. Jakobovits	Jakobovits, Marta	http://vocab.getty.edu/ulan/500080040
M. Jakobovits	Jakobovits, Marta	http://vocab.getty.edu/ulan/500080040
Mme Marta Jakobovits	Jakobovits, Marta	http://vocab.getty.edu/ulan/500080040
Mme Jakobovits	Jakobovits, Marta	http://vocab.getty.edu/ulan/500080040
M Jakobovits	Jakobovits, Marta	http://vocab.getty.edu/ulan/500080040
Jakobovits	Jakobovits, Marta	http://vocab.getty.edu/ulan/500080040
Henri Jonville	Jonville, Henri	http://vocab.getty.edu/ulan/500354093
M Henri Jonville	Jonville, Henri	http://vocab.getty.edu/ulan/500354093
M. Henri Jonville	Jonville, Henri	http://vocab.getty.edu/ulan/500354093
H. Jonville	Jonville, Henri	http://vocab.getty.edu/ulan/500354093
H Jonville	Jonville, Henri	http://vocab.getty.edu/ulan/500354093
M. Jonville	Jonville, Henri	http://vocab.getty.edu/ulan/500354093
M Jonville	Jonville, Henri	http://vocab.getty.edu/ulan/500354093
Jonville	Jonville, Henri	http://vocab.getty.edu/ulan/500354093
Ionville, Henricus	Jonville, Henri	http://vocab.getty.edu/ulan/500354093
Gebr de Jomg	Jomg, Gebr de	http://vocab.getty.edu/ulan/500254446
G. De Jomg	Jomg, Gebr de	http://vocab.getty.edu/ulan/500254446
M Gebr de Jomg	Jomg, Gebr de	http://vocab.getty.edu/ulan/500254446
G Jomg	Jomg, Gebr de	http://vocab.getty.edu/ulan/500254446
G. de Jomg	Jomg, Gebr de	http://vocab.getty.edu/ulan/500254446
M De Jomg	Jomg, Gebr de	http://vocab.getty.edu/ulan/500254446
G de Jomg	Jomg, Gebr de	http://vocab.getty.edu/ulan/500254446
G De Jomg	Jomg, Gebr de	http://vocab.getty.edu/ulan/500254446
de Jomg	Jomg, Gebr de	http://vocab.getty.edu/ulan/500254446
De Jomg	Jomg, Gebr de	http://vocab.getty.edu/ulan/500254446
M Jomg	Jomg, Gebr de	http://vocab.getty.edu/ulan/500254446
G. Jomg	Jomg, Gebr de	http://vocab.getty.edu/ulan/500254446
M. Jomg	Jomg, Gebr de	http://vocab.getty.edu/ulan/500254446
M de Jomg	Jomg, Gebr de	http://vocab.getty.edu/ulan/500254446
M. De Jomg	Jomg, Gebr de	http://vocab.getty.edu/ulan/500254446
Jomg	Jomg, Gebr de	http://vocab.getty.edu/ulan/500254446
M. Gebr de Jomg	Jomg, Gebr de	http://vocab.getty.edu/ulan/500254446
M. de Jomg	Jomg, Gebr de	http://vocab.getty.edu/ulan/500254446
Charles Wallace Jacob Johnson	Johnson, Charles Wallace Jacob	http://vocab.getty.edu/ulan/500037172	http://id.loc.gov/authorities/names/no2010072113
Johnson	Johnson, Charles Wallace Jacob	http://vocab.getty.edu/ulan/500037172	http://id.loc.gov/authorities/names/no2010072113
C W J Johnson	Johnson, Charles Wallace Jacob	http://vocab.getty.edu/ulan/500037172	http://id.loc.gov/authorities/names/no2010072113
M Johnson	Johnson, Charles Wallace Jacob	http://vocab.getty.edu/ulan/500037172	http://id.loc.gov/authorities/names/no2010072113
M. Charles Wallace Jacob Johnson	Johnson, Charles Wallace Jacob	http://vocab.getty.edu/ulan/500037172	http://id.loc.gov/authorities/names/no2010072113
C. W. J. Johnson	Johnson, Charles Wallace Jacob	http://vocab.getty.edu/ulan/500037172	http://id.loc.gov/authorities/names/no2010072113
M Charles Wallace Jacob Johnson	Johnson, Charles Wallace Jacob	http://vocab.getty.edu/ulan/500037172	http://id.loc.gov/authorities/names/no2010072113
M. Johnson	Johnson, Charles Wallace Jacob	http://vocab.getty.edu/ulan/500037172	http://id.loc.gov/authorities/names/no2010072113
Johnson, C. W. J.	Johnson, Charles Wallace Jacob	http://vocab.getty.edu/ulan/500037172	http://id.loc.gov/authorities/names/no2010072113
Mary Jewels	Jewels, Mary	http://vocab.getty.edu/ulan/500078685
Mme. Mary Jewels	Jewels, Mary	http://vocab.getty.edu/ulan/500078685
Jewels	Jewels, Mary	http://vocab.getty.edu/ulan/500078685
M. Jewels	Jewels, Mary	http://vocab.getty.edu/ulan/500078685
Mme Mary Jewels	Jewels, Mary	http://vocab.getty.edu/ulan/500078685
Mme. Jewels	Jewels, Mary	http://vocab.getty.edu/ulan/500078685
M Jewels	Jewels, Mary	http://vocab.getty.edu/ulan/500078685
Mme Jewels	Jewels, Mary	http://vocab.getty.edu/ulan/500078685
M Jirapat Pitpreecha	Jirapat Pitpreecha	http://vocab.getty.edu/ulan/500122693
M. Jirapat Pitpreecha	Jirapat Pitpreecha	http://vocab.getty.edu/ulan/500122693
Jirapat Pitpreecha	Jirapat Pitpreecha	http://vocab.getty.edu/ulan/500122693
Jacob, Julius, the younger	Jacob, Julius	http://vocab.getty.edu/ulan/500012536	http://id.loc.gov/authorities/names/n80072856
J Jacob	Jacob, Julius	http://vocab.getty.edu/ulan/500012536	http://id.loc.gov/authorities/names/n80072856
Jacob	Jacob, Julius	http://vocab.getty.edu/ulan/500012536	http://id.loc.gov/authorities/names/n80072856
M. Jacob	Jacob, Julius	http://vocab.getty.edu/ulan/500012536	http://id.loc.gov/authorities/names/n80072856
M Julius Jacob	Jacob, Julius	http://vocab.getty.edu/ulan/500012536	http://id.loc.gov/authorities/names/n80072856
M Jacob	Jacob, Julius	http://vocab.getty.edu/ulan/500012536	http://id.loc.gov/authorities/names/n80072856
J. Jacob	Jacob, Julius	http://vocab.getty.edu/ulan/500012536	http://id.loc.gov/authorities/names/n80072856
M. Julius Jacob	Jacob, Julius	http://vocab.getty.edu/ulan/500012536	http://id.loc.gov/authorities/names/n80072856
Julius Jacob	Jacob, Julius	http://vocab.getty.edu/ulan/500012536	http://id.loc.gov/authorities/names/n80072856
Julius Jacob the Younger	Jacob, Julius	http://vocab.getty.edu/ulan/500012536	http://id.loc.gov/authorities/names/n80072856
Jacob, Julius, II	Jacob, Julius	http://vocab.getty.edu/ulan/500012536	http://id.loc.gov/authorities/names/n80072856
Julius II Jacob	Jacob, Julius	http://vocab.getty.edu/ulan/500012536	http://id.loc.gov/authorities/names/n80072856
Kingston Jones	Jones, Kingston	http://vocab.getty.edu/ulan/500148695
Jones	Jones, Kingston	http://vocab.getty.edu/ulan/500148695
K Jones	Jones, Kingston	http://vocab.getty.edu/ulan/500148695
M. Kingston Jones	Jones, Kingston	http://vocab.getty.edu/ulan/500148695
M Kingston Jones	Jones, Kingston	http://vocab.getty.edu/ulan/500148695
M Jones	Jones, Kingston	http://vocab.getty.edu/ulan/500148695
K. Jones	Jones, Kingston	http://vocab.getty.edu/ulan/500148695
M. Jones	Jones, Kingston	http://vocab.getty.edu/ulan/500148695
Louis Johnson Jones	Jones, Louis Johnson	http://vocab.getty.edu/ulan/500148697
L. J. Jones	Jones, Louis Johnson	http://vocab.getty.edu/ulan/500148697
M Louis Johnson Jones	Jones, Louis Johnson	http://vocab.getty.edu/ulan/500148697
Jones	Jones, Louis Johnson	http://vocab.getty.edu/ulan/500148697
L J Jones	Jones, Louis Johnson	http://vocab.getty.edu/ulan/500148697
M Jones	Jones, Louis Johnson	http://vocab.getty.edu/ulan/500148697
M. Jones	Jones, Louis Johnson	http://vocab.getty.edu/ulan/500148697
M. Louis Johnson Jones	Jones, Louis Johnson	http://vocab.getty.edu/ulan/500148697
Arne Johannessen	Johannessen, Arne	http://vocab.getty.edu/ulan/500098139	http://id.loc.gov/authorities/names/n78059336
A Johannessen	Johannessen, Arne	http://vocab.getty.edu/ulan/500098139	http://id.loc.gov/authorities/names/n78059336
M. Johannessen	Johannessen, Arne	http://vocab.getty.edu/ulan/500098139	http://id.loc.gov/authorities/names/n78059336
A. Johannessen	Johannessen, Arne	http://vocab.getty.edu/ulan/500098139	http://id.loc.gov/authorities/names/n78059336
M. Arne Johannessen	Johannessen, Arne	http://vocab.getty.edu/ulan/500098139	http://id.loc.gov/authorities/names/n78059336
M Arne Johannessen	Johannessen, Arne	http://vocab.getty.edu/ulan/500098139	http://id.loc.gov/authorities/names/n78059336
M Johannessen	Johannessen, Arne	http://vocab.getty.edu/ulan/500098139	http://id.loc.gov/authorities/names/n78059336
Johannessen	Johannessen, Arne	http://vocab.getty.edu/ulan/500098139	http://id.loc.gov/authorities/names/n78059336
Ben Johnson	Johnson, Ben	http://vocab.getty.edu/ulan/500018744
Johnson	Johnson, Ben	http://vocab.getty.edu/ulan/500018744
B Johnson	Johnson, Ben	http://vocab.getty.edu/ulan/500018744
M Ben Johnson	Johnson, Ben	http://vocab.getty.edu/ulan/500018744
M Johnson	Johnson, Ben	http://vocab.getty.edu/ulan/500018744
