V Xenou	Xenou, Vana (1949--)	http://data.bnf.fr/ark:/12148/cb12523542r#foaf:Person	http://www.idref.fr/034483543
F. Ximeno Perez	Ximeno Perez, Fabián (1595-1654)	http://data.bnf.fr/ark:/12148/cb14041534g#foaf:Person
F Ximeno Perez	Ximeno Perez, Fabián (1595-1654)	http://data.bnf.fr/ark:/12148/cb14041534g#foaf:Person
M. Fabián Ximeno Perez	Ximeno Perez, Fabián (1595-1654)	http://data.bnf.fr/ark:/12148/cb14041534g#foaf:Person
Fabián Ximeno Perez	Ximeno Perez, Fabián (1595-1654)	http://data.bnf.fr/ark:/12148/cb14041534g#foaf:Person
Fabián Ximeno	Ximeno Perez, Fabián (1595-1654)	http://data.bnf.fr/ark:/12148/cb14041534g#foaf:Person
Carla Xodo Cegolon	Xodo, Carla (---)	http://data.bnf.fr/ark:/12148/cb15532658s#foaf:Person	http://www.idref.fr/165067144
Xodo	Xodo, Carla (---)	http://data.bnf.fr/ark:/12148/cb15532658s#foaf:Person	http://www.idref.fr/165067144
M Xodo	Xodo, Carla (---)	http://data.bnf.fr/ark:/12148/cb15532658s#foaf:Person	http://www.idref.fr/165067144
M. Carla Xodo	Xodo, Carla (---)	http://data.bnf.fr/ark:/12148/cb15532658s#foaf:Person	http://www.idref.fr/165067144
M. Xodo	Xodo, Carla (---)	http://data.bnf.fr/ark:/12148/cb15532658s#foaf:Person	http://www.idref.fr/165067144
Carla Xodo	Xodo, Carla (---)	http://data.bnf.fr/ark:/12148/cb15532658s#foaf:Person	http://www.idref.fr/165067144
C. Xodo	Xodo, Carla (---)	http://data.bnf.fr/ark:/12148/cb15532658s#foaf:Person	http://www.idref.fr/165067144
C Xodo	Xodo, Carla (---)	http://data.bnf.fr/ark:/12148/cb15532658s#foaf:Person	http://www.idref.fr/165067144
M Carla Xodo	Xodo, Carla (---)	http://data.bnf.fr/ark:/12148/cb15532658s#foaf:Person	http://www.idref.fr/165067144
复观 徐	Xu, fu guan (1903-1982)	http://data.bnf.fr/ark:/12148/cb151012929#foaf:Person	http://www.idref.fr/146792122
fu guan Xu	Xu, fu guan (1903-1982)	http://data.bnf.fr/ark:/12148/cb151012929#foaf:Person	http://www.idref.fr/146792122
M. fu guan Xu	Xu, fu guan (1903-1982)	http://data.bnf.fr/ark:/12148/cb151012929#foaf:Person	http://www.idref.fr/146792122
M fu guan Xu	Xu, fu guan (1903-1982)	http://data.bnf.fr/ark:/12148/cb151012929#foaf:Person	http://www.idref.fr/146792122
M Xu	Xu, fu guan (1903-1982)	http://data.bnf.fr/ark:/12148/cb151012929#foaf:Person	http://www.idref.fr/146792122
Xu	Xu, fu guan (1903-1982)	http://data.bnf.fr/ark:/12148/cb151012929#foaf:Person	http://www.idref.fr/146792122
M. Xu	Xu, fu guan (1903-1982)	http://data.bnf.fr/ark:/12148/cb151012929#foaf:Person	http://www.idref.fr/146792122
bing chang Xu	Xu, fu guan (1903-1982)	http://data.bnf.fr/ark:/12148/cb151012929#foaf:Person	http://www.idref.fr/146792122
Fuguan Xu	Xu, fu guan (1903-1982)	http://data.bnf.fr/ark:/12148/cb151012929#foaf:Person	http://www.idref.fr/146792122
fo guan Xu	Xu, fu guan (1903-1982)	http://data.bnf.fr/ark:/12148/cb151012929#foaf:Person	http://www.idref.fr/146792122
Xia Da	Xia, Da (1981--)	http://data.bnf.fr/ark:/12148/cb169614573#foaf:Person
D. Xia	Xia, Da (1981--)	http://data.bnf.fr/ark:/12148/cb169614573#foaf:Person
D Xia	Xia, Da (1981--)	http://data.bnf.fr/ark:/12148/cb169614573#foaf:Person
Mme. Xia	Xia, Da (1981--)	http://data.bnf.fr/ark:/12148/cb169614573#foaf:Person
Mme Xia	Xia, Da (1981--)	http://data.bnf.fr/ark:/12148/cb169614573#foaf:Person
Da Xia	Xia, Da (1981--)	http://data.bnf.fr/ark:/12148/cb169614573#foaf:Person
Mme. Da Xia	Xia, Da (1981--)	http://data.bnf.fr/ark:/12148/cb169614573#foaf:Person
Mme Da Xia	Xia, Da (1981--)	http://data.bnf.fr/ark:/12148/cb169614573#foaf:Person
Xia	Xia, Da (1981--)	http://data.bnf.fr/ark:/12148/cb169614573#foaf:Person
达 夏	Xia, Da (1981--)	http://data.bnf.fr/ark:/12148/cb169614573#foaf:Person
Anne de Xaintonge	Xainctonge, Anne de (1567-1621)	http://data.bnf.fr/ark:/12148/cb13554857m#foaf:Person
M Xainctonge	Xainctonge, Anne de (1567-1621)	http://data.bnf.fr/ark:/12148/cb13554857m#foaf:Person
A. Xainctonge	Xainctonge, Anne de (1567-1621)	http://data.bnf.fr/ark:/12148/cb13554857m#foaf:Person
A. De Xainctonge	Xainctonge, Anne de (1567-1621)	http://data.bnf.fr/ark:/12148/cb13554857m#foaf:Person
M. de Xainctonge	Xainctonge, Anne de (1567-1621)	http://data.bnf.fr/ark:/12148/cb13554857m#foaf:Person
M de Xainctonge	Xainctonge, Anne de (1567-1621)	http://data.bnf.fr/ark:/12148/cb13554857m#foaf:Person
Xainctonge	Xainctonge, Anne de (1567-1621)	http://data.bnf.fr/ark:/12148/cb13554857m#foaf:Person
M. Anne de Xainctonge	Xainctonge, Anne de (1567-1621)	http://data.bnf.fr/ark:/12148/cb13554857m#foaf:Person
A. de Xainctonge	Xainctonge, Anne de (1567-1621)	http://data.bnf.fr/ark:/12148/cb13554857m#foaf:Person
A Xainctonge	Xainctonge, Anne de (1567-1621)	http://data.bnf.fr/ark:/12148/cb13554857m#foaf:Person
M. De Xainctonge	Xainctonge, Anne de (1567-1621)	http://data.bnf.fr/ark:/12148/cb13554857m#foaf:Person
M De Xainctonge	Xainctonge, Anne de (1567-1621)	http://data.bnf.fr/ark:/12148/cb13554857m#foaf:Person
A De Xainctonge	Xainctonge, Anne de (1567-1621)	http://data.bnf.fr/ark:/12148/cb13554857m#foaf:Person
De Xainctonge	Xainctonge, Anne de (1567-1621)	http://data.bnf.fr/ark:/12148/cb13554857m#foaf:Person
M Anne de Xainctonge	Xainctonge, Anne de (1567-1621)	http://data.bnf.fr/ark:/12148/cb13554857m#foaf:Person
M. Xainctonge	Xainctonge, Anne de (1567-1621)	http://data.bnf.fr/ark:/12148/cb13554857m#foaf:Person
Anne de Xainctonge	Xainctonge, Anne de (1567-1621)	http://data.bnf.fr/ark:/12148/cb13554857m#foaf:Person
de Xainctonge	Xainctonge, Anne de (1567-1621)	http://data.bnf.fr/ark:/12148/cb13554857m#foaf:Person
A de Xainctonge	Xainctonge, Anne de (1567-1621)	http://data.bnf.fr/ark:/12148/cb13554857m#foaf:Person
Xi ran	Xi, Ran (---)	http://data.bnf.fr/ark:/12148/cb16666842v#foaf:Person
M. Ran Xi	Xi, Ran (---)	http://data.bnf.fr/ark:/12148/cb16666842v#foaf:Person
R. Xi	Xi, Ran (---)	http://data.bnf.fr/ark:/12148/cb16666842v#foaf:Person
M Xi	Xi, Ran (---)	http://data.bnf.fr/ark:/12148/cb16666842v#foaf:Person
Ran Xi	Xi, Ran (---)	http://data.bnf.fr/ark:/12148/cb16666842v#foaf:Person
M. Xi	Xi, Ran (---)	http://data.bnf.fr/ark:/12148/cb16666842v#foaf:Person
Xi	Xi, Ran (---)	http://data.bnf.fr/ark:/12148/cb16666842v#foaf:Person
R Xi	Xi, Ran (---)	http://data.bnf.fr/ark:/12148/cb16666842v#foaf:Person
M Ran Xi	Xi, Ran (---)	http://data.bnf.fr/ark:/12148/cb16666842v#foaf:Person
然 犀	Xi, Ran (---)	http://data.bnf.fr/ark:/12148/cb16666842v#foaf:Person
Lili Xu	Xu, Li li (1966--)	http://data.bnf.fr/ark:/12148/cb16517399g#foaf:Person	http://www.idref.fr/138873747
Mme. Xu	Xu, Li li (1966--)	http://data.bnf.fr/ark:/12148/cb16517399g#foaf:Person	http://www.idref.fr/138873747
L. Xu	Xu, Li li (1966--)	http://data.bnf.fr/ark:/12148/cb16517399g#foaf:Person	http://www.idref.fr/138873747
Mme. Li li Xu	Xu, Li li (1966--)	http://data.bnf.fr/ark:/12148/cb16517399g#foaf:Person	http://www.idref.fr/138873747
Li li Xu	Xu, Li li (1966--)	http://data.bnf.fr/ark:/12148/cb16517399g#foaf:Person	http://www.idref.fr/138873747
Mme Xu	Xu, Li li (1966--)	http://data.bnf.fr/ark:/12148/cb16517399g#foaf:Person	http://www.idref.fr/138873747
Xu	Xu, Li li (1966--)	http://data.bnf.fr/ark:/12148/cb16517399g#foaf:Person	http://www.idref.fr/138873747
L Xu	Xu, Li li (1966--)	http://data.bnf.fr/ark:/12148/cb16517399g#foaf:Person	http://www.idref.fr/138873747
Mme Li li Xu	Xu, Li li (1966--)	http://data.bnf.fr/ark:/12148/cb16517399g#foaf:Person	http://www.idref.fr/138873747
黎丽 徐	Xu, Li li (1966--)	http://data.bnf.fr/ark:/12148/cb16517399g#foaf:Person	http://www.idref.fr/138873747
René Xilser	Xilser, René (--1967)	http://data.bnf.fr/ark:/12148/cb16584466h#foaf:Person
R Xilser	Xilser, René (--1967)	http://data.bnf.fr/ark:/12148/cb16584466h#foaf:Person
M. René Xilser	Xilser, René (--1967)	http://data.bnf.fr/ark:/12148/cb16584466h#foaf:Person
M. Xilser	Xilser, René (--1967)	http://data.bnf.fr/ark:/12148/cb16584466h#foaf:Person
R. Xilser	Xilser, René (--1967)	http://data.bnf.fr/ark:/12148/cb16584466h#foaf:Person
Xilser	Xilser, René (--1967)	http://data.bnf.fr/ark:/12148/cb16584466h#foaf:Person
M René Xilser	Xilser, René (--1967)	http://data.bnf.fr/ark:/12148/cb16584466h#foaf:Person
M Xilser	Xilser, René (--1967)	http://data.bnf.fr/ark:/12148/cb16584466h#foaf:Person
开愚 肖	Xiao, Kai Yu (1960--)	http://data.bnf.fr/ark:/12148/cb16001681q#foaf:Person
M Xiao	Xiao, Kai Yu (1960--)	http://data.bnf.fr/ark:/12148/cb16001681q#foaf:Person
K. Y. Xiao	Xiao, Kai Yu (1960--)	http://data.bnf.fr/ark:/12148/cb16001681q#foaf:Person
K Y Xiao	Xiao, Kai Yu (1960--)	http://data.bnf.fr/ark:/12148/cb16001681q#foaf:Person
M Kai Yu Xiao	Xiao, Kai Yu (1960--)	http://data.bnf.fr/ark:/12148/cb16001681q#foaf:Person
M. Kai Yu Xiao	Xiao, Kai Yu (1960--)	http://data.bnf.fr/ark:/12148/cb16001681q#foaf:Person
Xiao	Xiao, Kai Yu (1960--)	http://data.bnf.fr/ark:/12148/cb16001681q#foaf:Person
Kai Yu Xiao	Xiao, Kai Yu (1960--)	http://data.bnf.fr/ark:/12148/cb16001681q#foaf:Person
M. Xiao	Xiao, Kai Yu (1960--)	http://data.bnf.fr/ark:/12148/cb16001681q#foaf:Person
Kaiyu Xiao	Xiao, Kai Yu (1960--)	http://data.bnf.fr/ark:/12148/cb16001681q#foaf:Person
匋 徐	Xu, Tao (---)	http://data.bnf.fr/ark:/12148/cb14595964c#foaf:Person	http://www.idref.fr/137292228
T Xu	Xu, Tao (---)	http://data.bnf.fr/ark:/12148/cb14595964c#foaf:Person	http://www.idref.fr/137292228
T. Xu	Xu, Tao (---)	http://data.bnf.fr/ark:/12148/cb14595964c#foaf:Person	http://www.idref.fr/137292228
M. Tao Xu	Xu, Tao (---)	http://data.bnf.fr/ark:/12148/cb14595964c#foaf:Person	http://www.idref.fr/137292228
M Xu	Xu, Tao (---)	http://data.bnf.fr/ark:/12148/cb14595964c#foaf:Person	http://www.idref.fr/137292228
M Tao Xu	Xu, Tao (---)	http://data.bnf.fr/ark:/12148/cb14595964c#foaf:Person	http://www.idref.fr/137292228
Xu	Xu, Tao (---)	http://data.bnf.fr/ark:/12148/cb14595964c#foaf:Person	http://www.idref.fr/137292228
M. Xu	Xu, Tao (---)	http://data.bnf.fr/ark:/12148/cb14595964c#foaf:Person	http://www.idref.fr/137292228
Tao Xu	Xu, Tao (---)	http://data.bnf.fr/ark:/12148/cb14595964c#foaf:Person	http://www.idref.fr/137292228
震 徐	Xu, Zhen (1977--)	http://data.bnf.fr/ark:/12148/cb166397044#foaf:Person
Zhen Xu	Xu, Zhen (1977--)	http://data.bnf.fr/ark:/12148/cb166397044#foaf:Person
M Zhen Xu	Xu, Zhen (1977--)	http://data.bnf.fr/ark:/12148/cb166397044#foaf:Person
M. Zhen Xu	Xu, Zhen (1977--)	http://data.bnf.fr/ark:/12148/cb166397044#foaf:Person
M Xu	Xu, Zhen (1977--)	http://data.bnf.fr/ark:/12148/cb166397044#foaf:Person
Z Xu	Xu, Zhen (1977--)	http://data.bnf.fr/ark:/12148/cb166397044#foaf:Person
Xu	Xu, Zhen (1977--)	http://data.bnf.fr/ark:/12148/cb166397044#foaf:Person
Z. Xu	Xu, Zhen (1977--)	http://data.bnf.fr/ark:/12148/cb166397044#foaf:Person
M. Xu	Xu, Zhen (1977--)	http://data.bnf.fr/ark:/12148/cb166397044#foaf:Person
Xu Zhen	Xu, Zhen (1977--)	http://data.bnf.fr/ark:/12148/cb166397044#foaf:Person
M Kuidong Xu	Xu, Kuidong (---)	http://data.bnf.fr/ark:/12148/cb15601964v#foaf:Person	http://www.idref.fr/118196529
Kuidong Xu	Xu, Kuidong (---)	http://data.bnf.fr/ark:/12148/cb15601964v#foaf:Person	http://www.idref.fr/118196529
K. Xu	Xu, Kuidong (---)	http://data.bnf.fr/ark:/12148/cb15601964v#foaf:Person	http://www.idref.fr/118196529
M Xu	Xu, Kuidong (---)	http://data.bnf.fr/ark:/12148/cb15601964v#foaf:Person	http://www.idref.fr/118196529
K Xu	Xu, Kuidong (---)	http://data.bnf.fr/ark:/12148/cb15601964v#foaf:Person	http://www.idref.fr/118196529
Xu	Xu, Kuidong (---)	http://data.bnf.fr/ark:/12148/cb15601964v#foaf:Person	http://www.idref.fr/118196529
M. Kuidong Xu	Xu, Kuidong (---)	http://data.bnf.fr/ark:/12148/cb15601964v#foaf:Person	http://www.idref.fr/118196529
M. Xu	Xu, Kuidong (---)	http://data.bnf.fr/ark:/12148/cb15601964v#foaf:Person	http://www.idref.fr/118196529
Huizhi Xu	Xu, hui zhi (1966--)	http://data.bnf.fr/ark:/12148/cb15537152j#foaf:Person	http://www.idref.fr/103138986
M. hui zhi Xu	Xu, hui zhi (1966--)	http://data.bnf.fr/ark:/12148/cb15537152j#foaf:Person	http://www.idref.fr/103138986
M Xu	Xu, hui zhi (1966--)	http://data.bnf.fr/ark:/12148/cb15537152j#foaf:Person	http://www.idref.fr/103138986
Xu	Xu, hui zhi (1966--)	http://data.bnf.fr/ark:/12148/cb15537152j#foaf:Person	http://www.idref.fr/103138986
hui zhi Xu	Xu, hui zhi (1966--)	http://data.bnf.fr/ark:/12148/cb15537152j#foaf:Person	http://www.idref.fr/103138986
M hui zhi Xu	Xu, hui zhi (1966--)	http://data.bnf.fr/ark:/12148/cb15537152j#foaf:Person	http://www.idref.fr/103138986
M. Xu	Xu, hui zhi (1966--)	http://data.bnf.fr/ark:/12148/cb15537152j#foaf:Person	http://www.idref.fr/103138986
Youji Xu	Xu, hui zhi (1966--)	http://data.bnf.fr/ark:/12148/cb15537152j#foaf:Person	http://www.idref.fr/103138986
you ji Xu	Xu, hui zhi (1966--)	http://data.bnf.fr/ark:/12148/cb15537152j#foaf:Person	http://www.idref.fr/103138986
悔之 许	Xu, hui zhi (1966--)	http://data.bnf.fr/ark:/12148/cb15537152j#foaf:Person	http://www.idref.fr/103138986
寥 熊	Xiong, liao (---)	http://data.bnf.fr/ark:/12148/cb15072276k#foaf:Person
M. liao Xiong	Xiong, liao (---)	http://data.bnf.fr/ark:/12148/cb15072276k#foaf:Person
M liao Xiong	Xiong, liao (---)	http://data.bnf.fr/ark:/12148/cb15072276k#foaf:Person
liao Xiong	Xiong, liao (---)	http://data.bnf.fr/ark:/12148/cb15072276k#foaf:Person
Xiong	Xiong, liao (---)	http://data.bnf.fr/ark:/12148/cb15072276k#foaf:Person
M Xiong	Xiong, liao (---)	http://data.bnf.fr/ark:/12148/cb15072276k#foaf:Person
M. Xiong	Xiong, liao (---)	http://data.bnf.fr/ark:/12148/cb15072276k#foaf:Person
Francisco Candido Xavier Emmanuel	Xavier, Francisco Candido (1910-2002)	http://data.bnf.fr/ark:/12148/cb11956074w#foaf:Person	http://www.idref.fr/027542572
M. Francisco Candido Xavier	Xavier, Francisco Candido (1910-2002)	http://data.bnf.fr/ark:/12148/cb11956074w#foaf:Person	http://www.idref.fr/027542572
M Francisco Candido Xavier	Xavier, Francisco Candido (1910-2002)	http://data.bnf.fr/ark:/12148/cb11956074w#foaf:Person	http://www.idref.fr/027542572
M Xavier	Xavier, Francisco Candido (1910-2002)	http://data.bnf.fr/ark:/12148/cb11956074w#foaf:Person	http://www.idref.fr/027542572
Francisco Candido Xavier	Xavier, Francisco Candido (1910-2002)	http://data.bnf.fr/ark:/12148/cb11956074w#foaf:Person	http://www.idref.fr/027542572
F C Xavier	Xavier, Francisco Candido (1910-2002)	http://data.bnf.fr/ark:/12148/cb11956074w#foaf:Person	http://www.idref.fr/027542572
M. Xavier	Xavier, Francisco Candido (1910-2002)	http://data.bnf.fr/ark:/12148/cb11956074w#foaf:Person	http://www.idref.fr/027542572
F. C. Xavier	Xavier, Francisco Candido (1910-2002)	http://data.bnf.fr/ark:/12148/cb11956074w#foaf:Person	http://www.idref.fr/027542572
Xavier	Xavier, Francisco Candido (1910-2002)	http://data.bnf.fr/ark:/12148/cb11956074w#foaf:Person	http://www.idref.fr/027542572
俊志 肖	Xiao, Jun Zhi (1949--)	http://data.bnf.fr/ark:/12148/cb15878488z#foaf:Person
M Xiao	Xiao, Jun Zhi (1949--)	http://data.bnf.fr/ark:/12148/cb15878488z#foaf:Person
J Z Xiao	Xiao, Jun Zhi (1949--)	http://data.bnf.fr/ark:/12148/cb15878488z#foaf:Person
M. Jun Zhi Xiao	Xiao, Jun Zhi (1949--)	http://data.bnf.fr/ark:/12148/cb15878488z#foaf:Person
J. Z. Xiao	Xiao, Jun Zhi (1949--)	http://data.bnf.fr/ark:/12148/cb15878488z#foaf:Person
Xiao	Xiao, Jun Zhi (1949--)	http://data.bnf.fr/ark:/12148/cb15878488z#foaf:Person
M Jun Zhi Xiao	Xiao, Jun Zhi (1949--)	http://data.bnf.fr/ark:/12148/cb15878488z#foaf:Person
M. Xiao	Xiao, Jun Zhi (1949--)	http://data.bnf.fr/ark:/12148/cb15878488z#foaf:Person
Jun Zhi Xiao	Xiao, Jun Zhi (1949--)	http://data.bnf.fr/ark:/12148/cb15878488z#foaf:Person
Junzhi Xiao	Xiao, Jun Zhi (1949--)	http://data.bnf.fr/ark:/12148/cb15878488z#foaf:Person
Xuân Trúc Đô ̃	Xuân Đô ̃ (1942--)	http://data.bnf.fr/ark:/12148/cb14554963z#foaf:Person
Xuân Đô ̃	Xuân Đô ̃ (1942--)	http://data.bnf.fr/ark:/12148/cb14554963z#foaf:Person
M. Xuân Đô ̃	Xuân Đô ̃ (1942--)	http://data.bnf.fr/ark:/12148/cb14554963z#foaf:Person
M Xuân Đô ̃	Xuân Đô ̃ (1942--)	http://data.bnf.fr/ark:/12148/cb14554963z#foaf:Person
Đô ̃ Xuân Trúc	Xuân Đô ̃ (1942--)	http://data.bnf.fr/ark:/12148/cb14554963z#foaf:Person
Chʻeng-pin Hsü	Xu, cheng bin (1920-1973)	http://data.bnf.fr/ark:/12148/cb15117385z#foaf:Person	http://www.idref.fr/148826822
cheng bin Xu	Xu, cheng bin (1920-1973)	http://data.bnf.fr/ark:/12148/cb15117385z#foaf:Person	http://www.idref.fr/148826822
M. cheng bin Xu	Xu, cheng bin (1920-1973)	http://data.bnf.fr/ark:/12148/cb15117385z#foaf:Person	http://www.idref.fr/148826822
M Xu	Xu, cheng bin (1920-1973)	http://data.bnf.fr/ark:/12148/cb15117385z#foaf:Person	http://www.idref.fr/148826822
M cheng bin Xu	Xu, cheng bin (1920-1973)	http://data.bnf.fr/ark:/12148/cb15117385z#foaf:Person	http://www.idref.fr/148826822
Xu	Xu, cheng bin (1920-1973)	http://data.bnf.fr/ark:/12148/cb15117385z#foaf:Person	http://www.idref.fr/148826822
M. Xu	Xu, cheng bin (1920-1973)	http://data.bnf.fr/ark:/12148/cb15117385z#foaf:Person	http://www.idref.fr/148826822
Chengbin Xu	Xu, cheng bin (1920-1973)	http://data.bnf.fr/ark:/12148/cb15117385z#foaf:Person	http://www.idref.fr/148826822
诚斌 徐诚斌	Xu, cheng bin (1920-1973)	http://data.bnf.fr/ark:/12148/cb15117385z#foaf:Person	http://www.idref.fr/148826822
Chongde Xu	Xu, Chong de (1929-2014)	http://data.bnf.fr/ark:/12148/cb169305565#foaf:Person
De Xu	Xu, Chong de (1929-2014)	http://data.bnf.fr/ark:/12148/cb169305565#foaf:Person
M De Xu	Xu, Chong de (1929-2014)	http://data.bnf.fr/ark:/12148/cb169305565#foaf:Person
Chong de Xu	Xu, Chong de (1929-2014)	http://data.bnf.fr/ark:/12148/cb169305565#foaf:Person
M Chong de Xu	Xu, Chong de (1929-2014)	http://data.bnf.fr/ark:/12148/cb169305565#foaf:Person
de Xu	Xu, Chong de (1929-2014)	http://data.bnf.fr/ark:/12148/cb169305565#foaf:Person
M. Chong de Xu	Xu, Chong de (1929-2014)	http://data.bnf.fr/ark:/12148/cb169305565#foaf:Person
C De Xu	Xu, Chong de (1929-2014)	http://data.bnf.fr/ark:/12148/cb169305565#foaf:Person
C de Xu	Xu, Chong de (1929-2014)	http://data.bnf.fr/ark:/12148/cb169305565#foaf:Person
C. de Xu	Xu, Chong de (1929-2014)	http://data.bnf.fr/ark:/12148/cb169305565#foaf:Person
M. De Xu	Xu, Chong de (1929-2014)	http://data.bnf.fr/ark:/12148/cb169305565#foaf:Person
M. de Xu	Xu, Chong de (1929-2014)	http://data.bnf.fr/ark:/12148/cb169305565#foaf:Person
M Xu	Xu, Chong de (1929-2014)	http://data.bnf.fr/ark:/12148/cb169305565#foaf:Person
C Xu	Xu, Chong de (1929-2014)	http://data.bnf.fr/ark:/12148/cb169305565#foaf:Person
M de Xu	Xu, Chong de (1929-2014)	http://data.bnf.fr/ark:/12148/cb169305565#foaf:Person
C. De Xu	Xu, Chong de (1929-2014)	http://data.bnf.fr/ark:/12148/cb169305565#foaf:Person
Xu	Xu, Chong de (1929-2014)	http://data.bnf.fr/ark:/12148/cb169305565#foaf:Person
C. Xu	Xu, Chong de (1929-2014)	http://data.bnf.fr/ark:/12148/cb169305565#foaf:Person
M. Xu	Xu, Chong de (1929-2014)	http://data.bnf.fr/ark:/12148/cb169305565#foaf:Person
Chʽ ung-te Hsü	Xu, Chong de (1929-2014)	http://data.bnf.fr/ark:/12148/cb169305565#foaf:Person
崇德 许	Xu, Chong de (1929-2014)	http://data.bnf.fr/ark:/12148/cb169305565#foaf:Person
德勇 辛	Xin, De Yong (1959--)	http://data.bnf.fr/ark:/12148/cb162422037#foaf:Person
Xin	Xin, De Yong (1959--)	http://data.bnf.fr/ark:/12148/cb162422037#foaf:Person
D. Y. Xin	Xin, De Yong (1959--)	http://data.bnf.fr/ark:/12148/cb162422037#foaf:Person
De Yong Xin	Xin, De Yong (1959--)	http://data.bnf.fr/ark:/12148/cb162422037#foaf:Person
M De Yong Xin	Xin, De Yong (1959--)	http://data.bnf.fr/ark:/12148/cb162422037#foaf:Person
D Y Xin	Xin, De Yong (1959--)	http://data.bnf.fr/ark:/12148/cb162422037#foaf:Person
M Xin	Xin, De Yong (1959--)	http://data.bnf.fr/ark:/12148/cb162422037#foaf:Person
M. De Yong Xin	Xin, De Yong (1959--)	http://data.bnf.fr/ark:/12148/cb162422037#foaf:Person
M. Xin	Xin, De Yong (1959--)	http://data.bnf.fr/ark:/12148/cb162422037#foaf:Person
Deyong Xin	Xin, De Yong (1959--)	http://data.bnf.fr/ark:/12148/cb162422037#foaf:Person
M. Xyländer	Xyländer, Margret (---)	http://data.bnf.fr/ark:/12148/cb16565152t#foaf:Person
Margret Xyländer	Xyländer, Margret (---)	http://data.bnf.fr/ark:/12148/cb16565152t#foaf:Person
M. Margret Xyländer	Xyländer, Margret (---)	http://data.bnf.fr/ark:/12148/cb16565152t#foaf:Person
M Xyländer	Xyländer, Margret (---)	http://data.bnf.fr/ark:/12148/cb16565152t#foaf:Person
Xyländer	Xyländer, Margret (---)	http://data.bnf.fr/ark:/12148/cb16565152t#foaf:Person
M Margret Xyländer	Xyländer, Margret (---)	http://data.bnf.fr/ark:/12148/cb16565152t#foaf:Person
X Man	X Man (---)	http://data.bnf.fr/ark:/12148/cb16543226n#foaf:Person
M X Man	X Man (---)	http://data.bnf.fr/ark:/12148/cb16543226n#foaf:Person
M. X Man	X Man (---)	http://data.bnf.fr/ark:/12148/cb16543226n#foaf:Person
M Xiao	Xiao, Tairan (1938--)	http://data.bnf.fr/ark:/12148/cb15795771k#foaf:Person
Tairan Xiao	Xiao, Tairan (1938--)	http://data.bnf.fr/ark:/12148/cb15795771k#foaf:Person
T. Xiao	Xiao, Tairan (1938--)	http://data.bnf.fr/ark:/12148/cb15795771k#foaf:Person
Xiao	Xiao, Tairan (1938--)	http://data.bnf.fr/ark:/12148/cb15795771k#foaf:Person
M. Tairan Xiao	Xiao, Tairan (1938--)	http://data.bnf.fr/ark:/12148/cb15795771k#foaf:Person
T Xiao	Xiao, Tairan (1938--)	http://data.bnf.fr/ark:/12148/cb15795771k#foaf:Person
M Tairan Xiao	Xiao, Tairan (1938--)	http://data.bnf.fr/ark:/12148/cb15795771k#foaf:Person
M. Xiao	Xiao, Tairan (1938--)	http://data.bnf.fr/ark:/12148/cb15795771k#foaf:Person
宇承 許	Xu, Yu Cheng (---)	http://data.bnf.fr/ark:/12148/cb16166335b#foaf:Person
Y. C. Xu	Xu, Yu Cheng (---)	http://data.bnf.fr/ark:/12148/cb16166335b#foaf:Person
Yu Cheng Xu	Xu, Yu Cheng (---)	http://data.bnf.fr/ark:/12148/cb16166335b#foaf:Person
M Xu	Xu, Yu Cheng (---)	http://data.bnf.fr/ark:/12148/cb16166335b#foaf:Person
M Yu Cheng Xu	Xu, Yu Cheng (---)	http://data.bnf.fr/ark:/12148/cb16166335b#foaf:Person
Y C Xu	Xu, Yu Cheng (---)	http://data.bnf.fr/ark:/12148/cb16166335b#foaf:Person
Xu	Xu, Yu Cheng (---)	http://data.bnf.fr/ark:/12148/cb16166335b#foaf:Person
M. Yu Cheng Xu	Xu, Yu Cheng (---)	http://data.bnf.fr/ark:/12148/cb16166335b#foaf:Person
M. Xu	Xu, Yu Cheng (---)	http://data.bnf.fr/ark:/12148/cb16166335b#foaf:Person
Yucheng Xu	Xu, Yu Cheng (---)	http://data.bnf.fr/ark:/12148/cb16166335b#foaf:Person
超 習	Xi, Chao (---)	http://data.bnf.fr/ark:/12148/cb159185258#foaf:Person
M Chao Xi	Xi, Chao (---)	http://data.bnf.fr/ark:/12148/cb159185258#foaf:Person
Chao Xi	Xi, Chao (---)	http://data.bnf.fr/ark:/12148/cb159185258#foaf:Person
