William Harrison Woodward	Woodward, William Harrison (1856-1941)	http://data.bnf.fr/ark:/12148/cb16761475p#foaf:Person	http://www.idref.fr/133850870
M. Jacob Campo Weyerman	Weyerman, Jacob Campo (1677-1747)	http://data.bnf.fr/ark:/12148/cb121559606#foaf:Person	http://www.idref.fr/030069351
Jakob Campo Weyerman	Weyerman, Jacob Campo (1677-1747)	http://data.bnf.fr/ark:/12148/cb121559606#foaf:Person	http://www.idref.fr/030069351
Jacob Campo Wyerman	Weyerman, Jacob Campo (1677-1747)	http://data.bnf.fr/ark:/12148/cb121559606#foaf:Person	http://www.idref.fr/030069351
Benjamin Worsley	Worsley, Benjamin (1618-1677)	http://data.bnf.fr/ark:/12148/cb160298808#foaf:Person
Worsley	Worsley, Benjamin (1618-1677)	http://data.bnf.fr/ark:/12148/cb160298808#foaf:Person
B Worsley	Worsley, Benjamin (1618-1677)	http://data.bnf.fr/ark:/12148/cb160298808#foaf:Person
B. Worsley	Worsley, Benjamin (1618-1677)	http://data.bnf.fr/ark:/12148/cb160298808#foaf:Person
M Worsley	Worsley, Benjamin (1618-1677)	http://data.bnf.fr/ark:/12148/cb160298808#foaf:Person
M Benjamin Worsley	Worsley, Benjamin (1618-1677)	http://data.bnf.fr/ark:/12148/cb160298808#foaf:Person
M. Worsley	Worsley, Benjamin (1618-1677)	http://data.bnf.fr/ark:/12148/cb160298808#foaf:Person
M. Benjamin Worsley	Worsley, Benjamin (1618-1677)	http://data.bnf.fr/ark:/12148/cb160298808#foaf:Person
Friedrich Wieck	Wieck, Friedrich (1785-1873)	http://data.bnf.fr/ark:/12148/cb12171514c#foaf:Person	http://dbpedia.org/resource/Friedrich_Wieck	http://www.idref.fr/085902322
Wieck	Wieck, Friedrich (1785-1873)	http://data.bnf.fr/ark:/12148/cb12171514c#foaf:Person	http://dbpedia.org/resource/Friedrich_Wieck	http://www.idref.fr/085902322
F Wieck	Wieck, Friedrich (1785-1873)	http://data.bnf.fr/ark:/12148/cb12171514c#foaf:Person	http://dbpedia.org/resource/Friedrich_Wieck	http://www.idref.fr/085902322
F. Wieck	Wieck, Friedrich (1785-1873)	http://data.bnf.fr/ark:/12148/cb12171514c#foaf:Person	http://dbpedia.org/resource/Friedrich_Wieck	http://www.idref.fr/085902322
M Wieck	Wieck, Friedrich (1785-1873)	http://data.bnf.fr/ark:/12148/cb12171514c#foaf:Person	http://dbpedia.org/resource/Friedrich_Wieck	http://www.idref.fr/085902322
M Friedrich Wieck	Wieck, Friedrich (1785-1873)	http://data.bnf.fr/ark:/12148/cb12171514c#foaf:Person	http://dbpedia.org/resource/Friedrich_Wieck	http://www.idref.fr/085902322
M. Wieck	Wieck, Friedrich (1785-1873)	http://data.bnf.fr/ark:/12148/cb12171514c#foaf:Person	http://dbpedia.org/resource/Friedrich_Wieck	http://www.idref.fr/085902322
M. Friedrich Wieck	Wieck, Friedrich (1785-1873)	http://data.bnf.fr/ark:/12148/cb12171514c#foaf:Person	http://dbpedia.org/resource/Friedrich_Wieck	http://www.idref.fr/085902322
Auguste Walras	Walras, Auguste (1801-1866)	http://data.bnf.fr/ark:/12148/cb12013785h#foaf:Person	http://dbpedia.org/resource/Auguste_Walras	http://www.idref.fr/028266617
Walras	Walras, Auguste (1801-1866)	http://data.bnf.fr/ark:/12148/cb12013785h#foaf:Person	http://dbpedia.org/resource/Auguste_Walras	http://www.idref.fr/028266617
A Walras	Walras, Auguste (1801-1866)	http://data.bnf.fr/ark:/12148/cb12013785h#foaf:Person	http://dbpedia.org/resource/Auguste_Walras	http://www.idref.fr/028266617
A. Walras	Walras, Auguste (1801-1866)	http://data.bnf.fr/ark:/12148/cb12013785h#foaf:Person	http://dbpedia.org/resource/Auguste_Walras	http://www.idref.fr/028266617
M Walras	Walras, Auguste (1801-1866)	http://data.bnf.fr/ark:/12148/cb12013785h#foaf:Person	http://dbpedia.org/resource/Auguste_Walras	http://www.idref.fr/028266617
M Auguste Walras	Walras, Auguste (1801-1866)	http://data.bnf.fr/ark:/12148/cb12013785h#foaf:Person	http://dbpedia.org/resource/Auguste_Walras	http://www.idref.fr/028266617
M. Walras	Walras, Auguste (1801-1866)	http://data.bnf.fr/ark:/12148/cb12013785h#foaf:Person	http://dbpedia.org/resource/Auguste_Walras	http://www.idref.fr/028266617
M. Auguste Walras	Walras, Auguste (1801-1866)	http://data.bnf.fr/ark:/12148/cb12013785h#foaf:Person	http://dbpedia.org/resource/Auguste_Walras	http://www.idref.fr/028266617
Georges-Célestin Weil	Weil, Georges (1887-1960)	http://data.bnf.fr/ark:/12148/cb10580264g#foaf:Person
Georges Weil	Weil, Georges (1887-1960)	http://data.bnf.fr/ark:/12148/cb10580264g#foaf:Person
Weil	Weil, Georges (1887-1960)	http://data.bnf.fr/ark:/12148/cb10580264g#foaf:Person
G Weil	Weil, Georges (1887-1960)	http://data.bnf.fr/ark:/12148/cb10580264g#foaf:Person
G. Weil	Weil, Georges (1887-1960)	http://data.bnf.fr/ark:/12148/cb10580264g#foaf:Person
M Weil	Weil, Georges (1887-1960)	http://data.bnf.fr/ark:/12148/cb10580264g#foaf:Person
M Georges Weil	Weil, Georges (1887-1960)	http://data.bnf.fr/ark:/12148/cb10580264g#foaf:Person
M. Weil	Weil, Georges (1887-1960)	http://data.bnf.fr/ark:/12148/cb10580264g#foaf:Person
M. Georges Weil	Weil, Georges (1887-1960)	http://data.bnf.fr/ark:/12148/cb10580264g#foaf:Person
Leichuan Wu	Wu, Lei chuan (1869-1944)	http://data.bnf.fr/ark:/12148/cb15054002j#foaf:Person	http://www.idref.fr/080677819
Lei chuan Wu	Wu, Lei chuan (1869-1944)	http://data.bnf.fr/ark:/12148/cb15054002j#foaf:Person	http://www.idref.fr/080677819
Wu	Wu, Lei chuan (1869-1944)	http://data.bnf.fr/ark:/12148/cb15054002j#foaf:Person	http://www.idref.fr/080677819
L Wu	Wu, Lei chuan (1869-1944)	http://data.bnf.fr/ark:/12148/cb15054002j#foaf:Person	http://www.idref.fr/080677819
L. Wu	Wu, Lei chuan (1869-1944)	http://data.bnf.fr/ark:/12148/cb15054002j#foaf:Person	http://www.idref.fr/080677819
M Wu	Wu, Lei chuan (1869-1944)	http://data.bnf.fr/ark:/12148/cb15054002j#foaf:Person	http://www.idref.fr/080677819
M Lei chuan Wu	Wu, Lei chuan (1869-1944)	http://data.bnf.fr/ark:/12148/cb15054002j#foaf:Person	http://www.idref.fr/080677819
M. Wu	Wu, Lei chuan (1869-1944)	http://data.bnf.fr/ark:/12148/cb15054002j#foaf:Person	http://www.idref.fr/080677819
M. Lei chuan Wu	Wu, Lei chuan (1869-1944)	http://data.bnf.fr/ark:/12148/cb15054002j#foaf:Person	http://www.idref.fr/080677819
雷川 吴	Wu, Lei chuan (1869-1944)	http://data.bnf.fr/ark:/12148/cb15054002j#foaf:Person	http://www.idref.fr/080677819
Zhenchun Wu	Wu, Lei chuan (1869-1944)	http://data.bnf.fr/ark:/12148/cb15054002j#foaf:Person	http://www.idref.fr/080677819
Chen-chun Wu	Wu, Lei chuan (1869-1944)	http://data.bnf.fr/ark:/12148/cb15054002j#foaf:Person	http://www.idref.fr/080677819
Zhen chun Wu	Wu, Lei chuan (1869-1944)	http://data.bnf.fr/ark:/12148/cb15054002j#foaf:Person	http://www.idref.fr/080677819
震春 吴	Wu, Lei chuan (1869-1944)	http://data.bnf.fr/ark:/12148/cb15054002j#foaf:Person	http://www.idref.fr/080677819
William West	West, William (1770-1854)	http://data.bnf.fr/ark:/12148/cb135196501#foaf:Person	http://www.idref.fr/050216600
West	West, William (1770-1854)	http://data.bnf.fr/ark:/12148/cb135196501#foaf:Person	http://www.idref.fr/050216600
W West	West, William (1770-1854)	http://data.bnf.fr/ark:/12148/cb135196501#foaf:Person	http://www.idref.fr/050216600
W. West	West, William (1770-1854)	http://data.bnf.fr/ark:/12148/cb135196501#foaf:Person	http://www.idref.fr/050216600
M West	West, William (1770-1854)	http://data.bnf.fr/ark:/12148/cb135196501#foaf:Person	http://www.idref.fr/050216600
M William West	West, William (1770-1854)	http://data.bnf.fr/ark:/12148/cb135196501#foaf:Person	http://www.idref.fr/050216600
M. West	West, William (1770-1854)	http://data.bnf.fr/ark:/12148/cb135196501#foaf:Person	http://www.idref.fr/050216600
M. William West	West, William (1770-1854)	http://data.bnf.fr/ark:/12148/cb135196501#foaf:Person	http://www.idref.fr/050216600
Carlo Witte	Witte, Karl (1800-1883)	http://data.bnf.fr/ark:/12148/cb10723451h#foaf:Person	http://www.idref.fr/175093873
Karl Witte	Witte, Karl (1800-1883)	http://data.bnf.fr/ark:/12148/cb10723451h#foaf:Person	http://www.idref.fr/175093873
Witte	Witte, Karl (1800-1883)	http://data.bnf.fr/ark:/12148/cb10723451h#foaf:Person	http://www.idref.fr/175093873
K Witte	Witte, Karl (1800-1883)	http://data.bnf.fr/ark:/12148/cb10723451h#foaf:Person	http://www.idref.fr/175093873
K. Witte	Witte, Karl (1800-1883)	http://data.bnf.fr/ark:/12148/cb10723451h#foaf:Person	http://www.idref.fr/175093873
M Witte	Witte, Karl (1800-1883)	http://data.bnf.fr/ark:/12148/cb10723451h#foaf:Person	http://www.idref.fr/175093873
M Karl Witte	Witte, Karl (1800-1883)	http://data.bnf.fr/ark:/12148/cb10723451h#foaf:Person	http://www.idref.fr/175093873
M. Witte	Witte, Karl (1800-1883)	http://data.bnf.fr/ark:/12148/cb10723451h#foaf:Person	http://www.idref.fr/175093873
M. Karl Witte	Witte, Karl (1800-1883)	http://data.bnf.fr/ark:/12148/cb10723451h#foaf:Person	http://www.idref.fr/175093873
Carolus Witte	Witte, Karl (1800-1883)	http://data.bnf.fr/ark:/12148/cb10723451h#foaf:Person	http://www.idref.fr/175093873
Jürgen Wullenwever	Wullenwever, Jürgen (1492-1537)	http://data.bnf.fr/ark:/12148/cb144290825#foaf:Person	http://www.idref.fr/08579404X
Wullenwever	Wullenwever, Jürgen (1492-1537)	http://data.bnf.fr/ark:/12148/cb144290825#foaf:Person	http://www.idref.fr/08579404X
J Wullenwever	Wullenwever, Jürgen (1492-1537)	http://data.bnf.fr/ark:/12148/cb144290825#foaf:Person	http://www.idref.fr/08579404X
J. Wullenwever	Wullenwever, Jürgen (1492-1537)	http://data.bnf.fr/ark:/12148/cb144290825#foaf:Person	http://www.idref.fr/08579404X
M Wullenwever	Wullenwever, Jürgen (1492-1537)	http://data.bnf.fr/ark:/12148/cb144290825#foaf:Person	http://www.idref.fr/08579404X
M Jürgen Wullenwever	Wullenwever, Jürgen (1492-1537)	http://data.bnf.fr/ark:/12148/cb144290825#foaf:Person	http://www.idref.fr/08579404X
M. Wullenwever	Wullenwever, Jürgen (1492-1537)	http://data.bnf.fr/ark:/12148/cb144290825#foaf:Person	http://www.idref.fr/08579404X
M. Jürgen Wullenwever	Wullenwever, Jürgen (1492-1537)	http://data.bnf.fr/ark:/12148/cb144290825#foaf:Person	http://www.idref.fr/08579404X
Henry de Waroquier	Waroquier, Henry de (1881-1970)	http://data.bnf.fr/ark:/12148/cb122199010#foaf:Person	http://www.idref.fr/030869927
Waroquier	Waroquier, Henry de (1881-1970)	http://data.bnf.fr/ark:/12148/cb122199010#foaf:Person	http://www.idref.fr/030869927
de Waroquier	Waroquier, Henry de (1881-1970)	http://data.bnf.fr/ark:/12148/cb122199010#foaf:Person	http://www.idref.fr/030869927
De Waroquier	Waroquier, Henry de (1881-1970)	http://data.bnf.fr/ark:/12148/cb122199010#foaf:Person	http://www.idref.fr/030869927
H Waroquier	Waroquier, Henry de (1881-1970)	http://data.bnf.fr/ark:/12148/cb122199010#foaf:Person	http://www.idref.fr/030869927
H. Waroquier	Waroquier, Henry de (1881-1970)	http://data.bnf.fr/ark:/12148/cb122199010#foaf:Person	http://www.idref.fr/030869927
H de Waroquier	Waroquier, Henry de (1881-1970)	http://data.bnf.fr/ark:/12148/cb122199010#foaf:Person	http://www.idref.fr/030869927
H De Waroquier	Waroquier, Henry de (1881-1970)	http://data.bnf.fr/ark:/12148/cb122199010#foaf:Person	http://www.idref.fr/030869927
H. De Waroquier	Waroquier, Henry de (1881-1970)	http://data.bnf.fr/ark:/12148/cb122199010#foaf:Person	http://www.idref.fr/030869927
H. de Waroquier	Waroquier, Henry de (1881-1970)	http://data.bnf.fr/ark:/12148/cb122199010#foaf:Person	http://www.idref.fr/030869927
M de Waroquier	Waroquier, Henry de (1881-1970)	http://data.bnf.fr/ark:/12148/cb122199010#foaf:Person	http://www.idref.fr/030869927
M Waroquier	Waroquier, Henry de (1881-1970)	http://data.bnf.fr/ark:/12148/cb122199010#foaf:Person	http://www.idref.fr/030869927
M Waroquier	Waroquier, Henry de (1881-1970)	http://data.bnf.fr/ark:/12148/cb122199010#foaf:Person	http://www.idref.fr/030869927
M Henry de Waroquier	Waroquier, Henry de (1881-1970)	http://data.bnf.fr/ark:/12148/cb122199010#foaf:Person	http://www.idref.fr/030869927
M. Waroquier	Waroquier, Henry de (1881-1970)	http://data.bnf.fr/ark:/12148/cb122199010#foaf:Person	http://www.idref.fr/030869927
M. Henry de Waroquier	Waroquier, Henry de (1881-1970)	http://data.bnf.fr/ark:/12148/cb122199010#foaf:Person	http://www.idref.fr/030869927
Henry Byron Warner	Warner, H. B. (1875-1958)	http://data.bnf.fr/ark:/12148/cb14704369p#foaf:Person	http://dbpedia.org/resource/H._B._Warner
H. B. Warner	Warner, H. B. (1875-1958)	http://data.bnf.fr/ark:/12148/cb14704369p#foaf:Person	http://dbpedia.org/resource/H._B._Warner
Warner	Warner, H. B. (1875-1958)	http://data.bnf.fr/ark:/12148/cb14704369p#foaf:Person	http://dbpedia.org/resource/H._B._Warner
H B Warner	Warner, H. B. (1875-1958)	http://data.bnf.fr/ark:/12148/cb14704369p#foaf:Person	http://dbpedia.org/resource/H._B._Warner
H. B. Warner	Warner, H. B. (1875-1958)	http://data.bnf.fr/ark:/12148/cb14704369p#foaf:Person	http://dbpedia.org/resource/H._B._Warner
M Warner	Warner, H. B. (1875-1958)	http://data.bnf.fr/ark:/12148/cb14704369p#foaf:Person	http://dbpedia.org/resource/H._B._Warner
M H. B. Warner	Warner, H. B. (1875-1958)	http://data.bnf.fr/ark:/12148/cb14704369p#foaf:Person	http://dbpedia.org/resource/H._B._Warner
M. Warner	Warner, H. B. (1875-1958)	http://data.bnf.fr/ark:/12148/cb14704369p#foaf:Person	http://dbpedia.org/resource/H._B._Warner
M. H. B. Warner	Warner, H. B. (1875-1958)	http://data.bnf.fr/ark:/12148/cb14704369p#foaf:Person	http://dbpedia.org/resource/H._B._Warner
Michael Weisse	Weisse, Michael (1488-1534)	http://data.bnf.fr/ark:/12148/cb14827130d#foaf:Person
Weisse	Weisse, Michael (1488-1534)	http://data.bnf.fr/ark:/12148/cb14827130d#foaf:Person
M Weisse	Weisse, Michael (1488-1534)	http://data.bnf.fr/ark:/12148/cb14827130d#foaf:Person
M. Weisse	Weisse, Michael (1488-1534)	http://data.bnf.fr/ark:/12148/cb14827130d#foaf:Person
M Weisse	Weisse, Michael (1488-1534)	http://data.bnf.fr/ark:/12148/cb14827130d#foaf:Person
M Michael Weisse	Weisse, Michael (1488-1534)	http://data.bnf.fr/ark:/12148/cb14827130d#foaf:Person
M. Weisse	Weisse, Michael (1488-1534)	http://data.bnf.fr/ark:/12148/cb14827130d#foaf:Person
M. Michael Weisse	Weisse, Michael (1488-1534)	http://data.bnf.fr/ark:/12148/cb14827130d#foaf:Person
Westel Woodbury Willoughby	Willoughby, Westel Woodbury (1867-1945)	http://data.bnf.fr/ark:/12148/cb13164499z#foaf:Person	http://www.idref.fr/061796956
Willoughby	Willoughby, Westel Woodbury (1867-1945)	http://data.bnf.fr/ark:/12148/cb13164499z#foaf:Person	http://www.idref.fr/061796956
W W Willoughby	Willoughby, Westel Woodbury (1867-1945)	http://data.bnf.fr/ark:/12148/cb13164499z#foaf:Person	http://www.idref.fr/061796956
W. W. Willoughby	Willoughby, Westel Woodbury (1867-1945)	http://data.bnf.fr/ark:/12148/cb13164499z#foaf:Person	http://www.idref.fr/061796956
M Willoughby	Willoughby, Westel Woodbury (1867-1945)	http://data.bnf.fr/ark:/12148/cb13164499z#foaf:Person	http://www.idref.fr/061796956
M Westel Woodbury Willoughby	Willoughby, Westel Woodbury (1867-1945)	http://data.bnf.fr/ark:/12148/cb13164499z#foaf:Person	http://www.idref.fr/061796956
M. Willoughby	Willoughby, Westel Woodbury (1867-1945)	http://data.bnf.fr/ark:/12148/cb13164499z#foaf:Person	http://www.idref.fr/061796956
M. Westel Woodbury Willoughby	Willoughby, Westel Woodbury (1867-1945)	http://data.bnf.fr/ark:/12148/cb13164499z#foaf:Person	http://www.idref.fr/061796956
Vicomte Walsh	Walsh, Joseph Alexis (1785-1860)	http://data.bnf.fr/ark:/12148/cb13616731g#foaf:Person	http://www.idref.fr/074112325
Joseph Alexis Walsh	Walsh, Joseph Alexis (1785-1860)	http://data.bnf.fr/ark:/12148/cb13616731g#foaf:Person	http://www.idref.fr/074112325
Walsh	Walsh, Joseph Alexis (1785-1860)	http://data.bnf.fr/ark:/12148/cb13616731g#foaf:Person	http://www.idref.fr/074112325
J A Walsh	Walsh, Joseph Alexis (1785-1860)	http://data.bnf.fr/ark:/12148/cb13616731g#foaf:Person	http://www.idref.fr/074112325
J. A. Walsh	Walsh, Joseph Alexis (1785-1860)	http://data.bnf.fr/ark:/12148/cb13616731g#foaf:Person	http://www.idref.fr/074112325
M Walsh	Walsh, Joseph Alexis (1785-1860)	http://data.bnf.fr/ark:/12148/cb13616731g#foaf:Person	http://www.idref.fr/074112325
M Joseph Alexis Walsh	Walsh, Joseph Alexis (1785-1860)	http://data.bnf.fr/ark:/12148/cb13616731g#foaf:Person	http://www.idref.fr/074112325
M. Walsh	Walsh, Joseph Alexis (1785-1860)	http://data.bnf.fr/ark:/12148/cb13616731g#foaf:Person	http://www.idref.fr/074112325
M. Joseph Alexis Walsh	Walsh, Joseph Alexis (1785-1860)	http://data.bnf.fr/ark:/12148/cb13616731g#foaf:Person	http://www.idref.fr/074112325
Joseph de Walsh	Walsh, Joseph Alexis (1785-1860)	http://data.bnf.fr/ark:/12148/cb13616731g#foaf:Person	http://www.idref.fr/074112325
Otto Weber	Weber, Otto (1832-1888)	http://data.bnf.fr/ark:/12148/cb149420953#foaf:Person
Weber	Weber, Otto (1832-1888)	http://data.bnf.fr/ark:/12148/cb149420953#foaf:Person
O Weber	Weber, Otto (1832-1888)	http://data.bnf.fr/ark:/12148/cb149420953#foaf:Person
O. Weber	Weber, Otto (1832-1888)	http://data.bnf.fr/ark:/12148/cb149420953#foaf:Person
M Weber	Weber, Otto (1832-1888)	http://data.bnf.fr/ark:/12148/cb149420953#foaf:Person
M Otto Weber	Weber, Otto (1832-1888)	http://data.bnf.fr/ark:/12148/cb149420953#foaf:Person
M. Weber	Weber, Otto (1832-1888)	http://data.bnf.fr/ark:/12148/cb149420953#foaf:Person
M. Otto Weber	Weber, Otto (1832-1888)	http://data.bnf.fr/ark:/12148/cb149420953#foaf:Person
Owen Wynne	Wynne, Owen (1592-1660)	http://data.bnf.fr/ark:/12148/cb13616424c#foaf:Person	http://www.idref.fr/088791580
Wynne	Wynne, Owen (1592-1660)	http://data.bnf.fr/ark:/12148/cb13616424c#foaf:Person	http://www.idref.fr/088791580
O Wynne	Wynne, Owen (1592-1660)	http://data.bnf.fr/ark:/12148/cb13616424c#foaf:Person	http://www.idref.fr/088791580
O. Wynne	Wynne, Owen (1592-1660)	http://data.bnf.fr/ark:/12148/cb13616424c#foaf:Person	http://www.idref.fr/088791580
M Wynne	Wynne, Owen (1592-1660)	http://data.bnf.fr/ark:/12148/cb13616424c#foaf:Person	http://www.idref.fr/088791580
M Owen Wynne	Wynne, Owen (1592-1660)	http://data.bnf.fr/ark:/12148/cb13616424c#foaf:Person	http://www.idref.fr/088791580
M. Wynne	Wynne, Owen (1592-1660)	http://data.bnf.fr/ark:/12148/cb13616424c#foaf:Person	http://www.idref.fr/088791580
M. Owen Wynne	Wynne, Owen (1592-1660)	http://data.bnf.fr/ark:/12148/cb13616424c#foaf:Person	http://www.idref.fr/088791580
Richard West	West, Richard (1716-1742)	http://data.bnf.fr/ark:/12148/cb12977308q#foaf:Person	http://www.idref.fr/032793588
West	West, Richard (1716-1742)	http://data.bnf.fr/ark:/12148/cb12977308q#foaf:Person	http://www.idref.fr/032793588
R West	West, Richard (1716-1742)	http://data.bnf.fr/ark:/12148/cb12977308q#foaf:Person	http://www.idref.fr/032793588
R. West	West, Richard (1716-1742)	http://data.bnf.fr/ark:/12148/cb12977308q#foaf:Person	http://www.idref.fr/032793588
M West	West, Richard (1716-1742)	http://data.bnf.fr/ark:/12148/cb12977308q#foaf:Person	http://www.idref.fr/032793588
M Richard West	West, Richard (1716-1742)	http://data.bnf.fr/ark:/12148/cb12977308q#foaf:Person	http://www.idref.fr/032793588
M. West	West, Richard (1716-1742)	http://data.bnf.fr/ark:/12148/cb12977308q#foaf:Person	http://www.idref.fr/032793588
M. Richard West	West, Richard (1716-1742)	http://data.bnf.fr/ark:/12148/cb12977308q#foaf:Person	http://www.idref.fr/032793588
Philippe van Winge	Winghe, Philips van (1560-1592)	http://data.bnf.fr/ark:/12148/cb13514736j#foaf:Person
Philips van Winghe	Winghe, Philips van (1560-1592)	http://data.bnf.fr/ark:/12148/cb13514736j#foaf:Person
Winghe	Winghe, Philips van (1560-1592)	http://data.bnf.fr/ark:/12148/cb13514736j#foaf:Person
P Winghe	Winghe, Philips van (1560-1592)	http://data.bnf.fr/ark:/12148/cb13514736j#foaf:Person
P. Winghe	Winghe, Philips van (1560-1592)	http://data.bnf.fr/ark:/12148/cb13514736j#foaf:Person
M Winghe	Winghe, Philips van (1560-1592)	http://data.bnf.fr/ark:/12148/cb13514736j#foaf:Person
M Philips van Winghe	Winghe, Philips van (1560-1592)	http://data.bnf.fr/ark:/12148/cb13514736j#foaf:Person
M. Winghe	Winghe, Philips van (1560-1592)	http://data.bnf.fr/ark:/12148/cb13514736j#foaf:Person
M. Philips van Winghe	Winghe, Philips van (1560-1592)	http://data.bnf.fr/ark:/12148/cb13514736j#foaf:Person
Philippe Van Winge	Winghe, Philips van (1560-1592)	http://data.bnf.fr/ark:/12148/cb13514736j#foaf:Person
Henry Wheaton	Wheaton, Henry (1785-1848)	http://data.bnf.fr/ark:/12148/cb12205077k#foaf:Person	http://www.idref.fr/03068403X
Wheaton	Wheaton, Henry (1785-1848)	http://data.bnf.fr/ark:/12148/cb12205077k#foaf:Person	http://www.idref.fr/03068403X
H Wheaton	Wheaton, Henry (1785-1848)	http://data.bnf.fr/ark:/12148/cb12205077k#foaf:Person	http://www.idref.fr/03068403X
H. Wheaton	Wheaton, Henry (1785-1848)	http://data.bnf.fr/ark:/12148/cb12205077k#foaf:Person	http://www.idref.fr/03068403X
M Wheaton	Wheaton, Henry (1785-1848)	http://data.bnf.fr/ark:/12148/cb12205077k#foaf:Person	http://www.idref.fr/03068403X
M Henry Wheaton	Wheaton, Henry (1785-1848)	http://data.bnf.fr/ark:/12148/cb12205077k#foaf:Person	http://www.idref.fr/03068403X
M. Wheaton	Wheaton, Henry (1785-1848)	http://data.bnf.fr/ark:/12148/cb12205077k#foaf:Person	http://www.idref.fr/03068403X
M. Henry Wheaton	Wheaton, Henry (1785-1848)	http://data.bnf.fr/ark:/12148/cb12205077k#foaf:Person	http://www.idref.fr/03068403X
Carl von Wedel	Wedel, Karl von (1842-1919)	http://data.bnf.fr/ark:/12148/cb16054203k#foaf:Person
