Theodor von Zahn	Zahn, Theodor (1838-1933)	http://data.bnf.fr/ark:/12148/cb125179836#foaf:Person	http://www.idref.fr/074066978
M. Grīgórios Zalíkoglou	Zalíkoglou, Grīgórios (1776-1827)	http://data.bnf.fr/ark:/12148/cb106658434#foaf:Person
Grégoire Zalyk	Zalíkoglou, Grīgórios (1776-1827)	http://data.bnf.fr/ark:/12148/cb106658434#foaf:Person
Abraham Zak	Zaq, ʾAbraham (1891-1980)	http://data.bnf.fr/ark:/12148/cb127813905#foaf:Person
M ʾAbraham Zaq	Zaq, ʾAbraham (1891-1980)	http://data.bnf.fr/ark:/12148/cb127813905#foaf:Person
A. Zaq	Zaq, ʾAbraham (1891-1980)	http://data.bnf.fr/ark:/12148/cb127813905#foaf:Person
M. Zaq	Zaq, ʾAbraham (1891-1980)	http://data.bnf.fr/ark:/12148/cb127813905#foaf:Person
A Zaq	Zaq, ʾAbraham (1891-1980)	http://data.bnf.fr/ark:/12148/cb127813905#foaf:Person
M. ʾAbraham Zaq	Zaq, ʾAbraham (1891-1980)	http://data.bnf.fr/ark:/12148/cb127813905#foaf:Person
ʾAbraham Zaq	Zaq, ʾAbraham (1891-1980)	http://data.bnf.fr/ark:/12148/cb127813905#foaf:Person
Zaq	Zaq, ʾAbraham (1891-1980)	http://data.bnf.fr/ark:/12148/cb127813905#foaf:Person
M Zaq	Zaq, ʾAbraham (1891-1980)	http://data.bnf.fr/ark:/12148/cb127813905#foaf:Person
Avraham Zak	Zaq, ʾAbraham (1891-1980)	http://data.bnf.fr/ark:/12148/cb127813905#foaf:Person
Thomas Gregorius Ziegler	Ziegler, Gregor Thomas (1770-1852)	http://data.bnf.fr/ark:/12148/cb11661297k#foaf:Person
G T Ziegler	Ziegler, Gregor Thomas (1770-1852)	http://data.bnf.fr/ark:/12148/cb11661297k#foaf:Person
Gregor Thomas Ziegler	Ziegler, Gregor Thomas (1770-1852)	http://data.bnf.fr/ark:/12148/cb11661297k#foaf:Person
Ziegler	Ziegler, Gregor Thomas (1770-1852)	http://data.bnf.fr/ark:/12148/cb11661297k#foaf:Person
M Gregor Thomas Ziegler	Ziegler, Gregor Thomas (1770-1852)	http://data.bnf.fr/ark:/12148/cb11661297k#foaf:Person
M. Gregor Thomas Ziegler	Ziegler, Gregor Thomas (1770-1852)	http://data.bnf.fr/ark:/12148/cb11661297k#foaf:Person
G. T. Ziegler	Ziegler, Gregor Thomas (1770-1852)	http://data.bnf.fr/ark:/12148/cb11661297k#foaf:Person
M. Ziegler	Ziegler, Gregor Thomas (1770-1852)	http://data.bnf.fr/ark:/12148/cb11661297k#foaf:Person
M Ziegler	Ziegler, Gregor Thomas (1770-1852)	http://data.bnf.fr/ark:/12148/cb11661297k#foaf:Person
Mohammed Sadok Zmerli	Zmerli, Sadok (1885-1983)	http://data.bnf.fr/ark:/12148/cb119894719#foaf:Person	http://www.idref.fr/027964728
M Sadok Zmerli	Zmerli, Sadok (1885-1983)	http://data.bnf.fr/ark:/12148/cb119894719#foaf:Person	http://www.idref.fr/027964728
S. Zmerli	Zmerli, Sadok (1885-1983)	http://data.bnf.fr/ark:/12148/cb119894719#foaf:Person	http://www.idref.fr/027964728
M Zmerli	Zmerli, Sadok (1885-1983)	http://data.bnf.fr/ark:/12148/cb119894719#foaf:Person	http://www.idref.fr/027964728
M. Sadok Zmerli	Zmerli, Sadok (1885-1983)	http://data.bnf.fr/ark:/12148/cb119894719#foaf:Person	http://www.idref.fr/027964728
S Zmerli	Zmerli, Sadok (1885-1983)	http://data.bnf.fr/ark:/12148/cb119894719#foaf:Person	http://www.idref.fr/027964728
M. Zmerli	Zmerli, Sadok (1885-1983)	http://data.bnf.fr/ark:/12148/cb119894719#foaf:Person	http://www.idref.fr/027964728
Sadok Zmerli	Zmerli, Sadok (1885-1983)	http://data.bnf.fr/ark:/12148/cb119894719#foaf:Person	http://www.idref.fr/027964728
Zmerli	Zmerli, Sadok (1885-1983)	http://data.bnf.fr/ark:/12148/cb119894719#foaf:Person	http://www.idref.fr/027964728
Sadiq Zamarli	Zmerli, Sadok (1885-1983)	http://data.bnf.fr/ark:/12148/cb119894719#foaf:Person	http://www.idref.fr/027964728
Sadok Zemerli	Zmerli, Sadok (1885-1983)	http://data.bnf.fr/ark:/12148/cb119894719#foaf:Person	http://www.idref.fr/027964728
Samuel M. Zwemer	Zwemer, Samuel Marinus (1867-1952)	http://data.bnf.fr/ark:/12148/cb10657912d#foaf:Person	http://www.idref.fr/082954534
Samuel Marinus Zwemer	Zwemer, Samuel Marinus (1867-1952)	http://data.bnf.fr/ark:/12148/cb10657912d#foaf:Person	http://www.idref.fr/082954534
Zwemer	Zwemer, Samuel Marinus (1867-1952)	http://data.bnf.fr/ark:/12148/cb10657912d#foaf:Person	http://www.idref.fr/082954534
M. Zwemer	Zwemer, Samuel Marinus (1867-1952)	http://data.bnf.fr/ark:/12148/cb10657912d#foaf:Person	http://www.idref.fr/082954534
S M Zwemer	Zwemer, Samuel Marinus (1867-1952)	http://data.bnf.fr/ark:/12148/cb10657912d#foaf:Person	http://www.idref.fr/082954534
M Zwemer	Zwemer, Samuel Marinus (1867-1952)	http://data.bnf.fr/ark:/12148/cb10657912d#foaf:Person	http://www.idref.fr/082954534
M Samuel Marinus Zwemer	Zwemer, Samuel Marinus (1867-1952)	http://data.bnf.fr/ark:/12148/cb10657912d#foaf:Person	http://www.idref.fr/082954534
M. Samuel Marinus Zwemer	Zwemer, Samuel Marinus (1867-1952)	http://data.bnf.fr/ark:/12148/cb10657912d#foaf:Person	http://www.idref.fr/082954534
S. M. Zwemer	Zwemer, Samuel Marinus (1867-1952)	http://data.bnf.fr/ark:/12148/cb10657912d#foaf:Person	http://www.idref.fr/082954534
Mme. Maria Zamboni	Zamboni, Maria (1895-1976)	http://data.bnf.fr/ark:/12148/cb139013784#foaf:Person
M. Zamboni	Zamboni, Maria (1895-1976)	http://data.bnf.fr/ark:/12148/cb139013784#foaf:Person
Mme. Zamboni	Zamboni, Maria (1895-1976)	http://data.bnf.fr/ark:/12148/cb139013784#foaf:Person
Mme Zamboni	Zamboni, Maria (1895-1976)	http://data.bnf.fr/ark:/12148/cb139013784#foaf:Person
Zamboni	Zamboni, Maria (1895-1976)	http://data.bnf.fr/ark:/12148/cb139013784#foaf:Person
M Zamboni	Zamboni, Maria (1895-1976)	http://data.bnf.fr/ark:/12148/cb139013784#foaf:Person
Maria Zamboni	Zamboni, Maria (1895-1976)	http://data.bnf.fr/ark:/12148/cb139013784#foaf:Person
Mme Maria Zamboni	Zamboni, Maria (1895-1976)	http://data.bnf.fr/ark:/12148/cb139013784#foaf:Person
Antonio De Zamora	Zamora, Antonio de (1660-1740)	http://data.bnf.fr/ark:/12148/cb137489001#foaf:Person	http://www.idref.fr/031133452
de Zamora	Zamora, Antonio de (1660-1740)	http://data.bnf.fr/ark:/12148/cb137489001#foaf:Person	http://www.idref.fr/031133452
M. Antonio de Zamora	Zamora, Antonio de (1660-1740)	http://data.bnf.fr/ark:/12148/cb137489001#foaf:Person	http://www.idref.fr/031133452
A Zamora	Zamora, Antonio de (1660-1740)	http://data.bnf.fr/ark:/12148/cb137489001#foaf:Person	http://www.idref.fr/031133452
M De Zamora	Zamora, Antonio de (1660-1740)	http://data.bnf.fr/ark:/12148/cb137489001#foaf:Person	http://www.idref.fr/031133452
Zamora	Zamora, Antonio de (1660-1740)	http://data.bnf.fr/ark:/12148/cb137489001#foaf:Person	http://www.idref.fr/031133452
M. Zamora	Zamora, Antonio de (1660-1740)	http://data.bnf.fr/ark:/12148/cb137489001#foaf:Person	http://www.idref.fr/031133452
M. De Zamora	Zamora, Antonio de (1660-1740)	http://data.bnf.fr/ark:/12148/cb137489001#foaf:Person	http://www.idref.fr/031133452
M Antonio de Zamora	Zamora, Antonio de (1660-1740)	http://data.bnf.fr/ark:/12148/cb137489001#foaf:Person	http://www.idref.fr/031133452
M Zamora	Zamora, Antonio de (1660-1740)	http://data.bnf.fr/ark:/12148/cb137489001#foaf:Person	http://www.idref.fr/031133452
M de Zamora	Zamora, Antonio de (1660-1740)	http://data.bnf.fr/ark:/12148/cb137489001#foaf:Person	http://www.idref.fr/031133452
A de Zamora	Zamora, Antonio de (1660-1740)	http://data.bnf.fr/ark:/12148/cb137489001#foaf:Person	http://www.idref.fr/031133452
A. De Zamora	Zamora, Antonio de (1660-1740)	http://data.bnf.fr/ark:/12148/cb137489001#foaf:Person	http://www.idref.fr/031133452
A. Zamora	Zamora, Antonio de (1660-1740)	http://data.bnf.fr/ark:/12148/cb137489001#foaf:Person	http://www.idref.fr/031133452
A De Zamora	Zamora, Antonio de (1660-1740)	http://data.bnf.fr/ark:/12148/cb137489001#foaf:Person	http://www.idref.fr/031133452
M. de Zamora	Zamora, Antonio de (1660-1740)	http://data.bnf.fr/ark:/12148/cb137489001#foaf:Person	http://www.idref.fr/031133452
Antonio de Zamora	Zamora, Antonio de (1660-1740)	http://data.bnf.fr/ark:/12148/cb137489001#foaf:Person	http://www.idref.fr/031133452
A. de Zamora	Zamora, Antonio de (1660-1740)	http://data.bnf.fr/ark:/12148/cb137489001#foaf:Person	http://www.idref.fr/031133452
De Zamora	Zamora, Antonio de (1660-1740)	http://data.bnf.fr/ark:/12148/cb137489001#foaf:Person	http://www.idref.fr/031133452
Ching Tseng	Zeng, Jing (1679-1736)	http://data.bnf.fr/ark:/12148/cb15088493c#foaf:Person
M Jing Zeng	Zeng, Jing (1679-1736)	http://data.bnf.fr/ark:/12148/cb15088493c#foaf:Person
M Zeng	Zeng, Jing (1679-1736)	http://data.bnf.fr/ark:/12148/cb15088493c#foaf:Person
J. Zeng	Zeng, Jing (1679-1736)	http://data.bnf.fr/ark:/12148/cb15088493c#foaf:Person
M. Jing Zeng	Zeng, Jing (1679-1736)	http://data.bnf.fr/ark:/12148/cb15088493c#foaf:Person
Jing Zeng	Zeng, Jing (1679-1736)	http://data.bnf.fr/ark:/12148/cb15088493c#foaf:Person
Zeng	Zeng, Jing (1679-1736)	http://data.bnf.fr/ark:/12148/cb15088493c#foaf:Person
J Zeng	Zeng, Jing (1679-1736)	http://data.bnf.fr/ark:/12148/cb15088493c#foaf:Person
M. Zeng	Zeng, Jing (1679-1736)	http://data.bnf.fr/ark:/12148/cb15088493c#foaf:Person
H Zillich	Zillich, Heinrich (1898-1988)	http://data.bnf.fr/ark:/12148/cb129933608#foaf:Person
M Zillich	Zillich, Heinrich (1898-1988)	http://data.bnf.fr/ark:/12148/cb129933608#foaf:Person
M. Zillich	Zillich, Heinrich (1898-1988)	http://data.bnf.fr/ark:/12148/cb129933608#foaf:Person
Heinrich Zillich	Zillich, Heinrich (1898-1988)	http://data.bnf.fr/ark:/12148/cb129933608#foaf:Person
Zillich	Zillich, Heinrich (1898-1988)	http://data.bnf.fr/ark:/12148/cb129933608#foaf:Person
M Heinrich Zillich	Zillich, Heinrich (1898-1988)	http://data.bnf.fr/ark:/12148/cb129933608#foaf:Person
M. Heinrich Zillich	Zillich, Heinrich (1898-1988)	http://data.bnf.fr/ark:/12148/cb129933608#foaf:Person
H. Zillich	Zillich, Heinrich (1898-1988)	http://data.bnf.fr/ark:/12148/cb129933608#foaf:Person
Friedrich Wilhelm Zachau	Zachow, Friedrich Wilhelm (1663-1712)	http://data.bnf.fr/ark:/12148/cb14827179r#foaf:Person	http://dbpedia.org/resource/Friedrich_Wilhelm_Zachow	http://www.idref.fr/142277266
Friedrich Wilhelm Zachow	Zachow, Friedrich Wilhelm (1663-1712)	http://data.bnf.fr/ark:/12148/cb14827179r#foaf:Person	http://dbpedia.org/resource/Friedrich_Wilhelm_Zachow	http://www.idref.fr/142277266
F. W. Zachow	Zachow, Friedrich Wilhelm (1663-1712)	http://data.bnf.fr/ark:/12148/cb14827179r#foaf:Person	http://dbpedia.org/resource/Friedrich_Wilhelm_Zachow	http://www.idref.fr/142277266
M Zachow	Zachow, Friedrich Wilhelm (1663-1712)	http://data.bnf.fr/ark:/12148/cb14827179r#foaf:Person	http://dbpedia.org/resource/Friedrich_Wilhelm_Zachow	http://www.idref.fr/142277266
M Friedrich Wilhelm Zachow	Zachow, Friedrich Wilhelm (1663-1712)	http://data.bnf.fr/ark:/12148/cb14827179r#foaf:Person	http://dbpedia.org/resource/Friedrich_Wilhelm_Zachow	http://www.idref.fr/142277266
Zachow	Zachow, Friedrich Wilhelm (1663-1712)	http://data.bnf.fr/ark:/12148/cb14827179r#foaf:Person	http://dbpedia.org/resource/Friedrich_Wilhelm_Zachow	http://www.idref.fr/142277266
F W Zachow	Zachow, Friedrich Wilhelm (1663-1712)	http://data.bnf.fr/ark:/12148/cb14827179r#foaf:Person	http://dbpedia.org/resource/Friedrich_Wilhelm_Zachow	http://www.idref.fr/142277266
M. Zachow	Zachow, Friedrich Wilhelm (1663-1712)	http://data.bnf.fr/ark:/12148/cb14827179r#foaf:Person	http://dbpedia.org/resource/Friedrich_Wilhelm_Zachow	http://www.idref.fr/142277266
M. Friedrich Wilhelm Zachow	Zachow, Friedrich Wilhelm (1663-1712)	http://data.bnf.fr/ark:/12148/cb14827179r#foaf:Person	http://dbpedia.org/resource/Friedrich_Wilhelm_Zachow	http://www.idref.fr/142277266
Aleksandr Viktorovitch Zataevitch	Zataevič, Aleksandr Viktorovič (1869-1936)	http://data.bnf.fr/ark:/12148/cb10695779g#foaf:Person	http://www.idref.fr/080850170
M. Zataevič	Zataevič, Aleksandr Viktorovič (1869-1936)	http://data.bnf.fr/ark:/12148/cb10695779g#foaf:Person	http://www.idref.fr/080850170
M Aleksandr Viktorovič Zataevič	Zataevič, Aleksandr Viktorovič (1869-1936)	http://data.bnf.fr/ark:/12148/cb10695779g#foaf:Person	http://www.idref.fr/080850170
M. Aleksandr Viktorovič Zataevič	Zataevič, Aleksandr Viktorovič (1869-1936)	http://data.bnf.fr/ark:/12148/cb10695779g#foaf:Person	http://www.idref.fr/080850170
Zataevič	Zataevič, Aleksandr Viktorovič (1869-1936)	http://data.bnf.fr/ark:/12148/cb10695779g#foaf:Person	http://www.idref.fr/080850170
A V Zataevič	Zataevič, Aleksandr Viktorovič (1869-1936)	http://data.bnf.fr/ark:/12148/cb10695779g#foaf:Person	http://www.idref.fr/080850170
Aleksandr Viktorovič Zataevič	Zataevič, Aleksandr Viktorovič (1869-1936)	http://data.bnf.fr/ark:/12148/cb10695779g#foaf:Person	http://www.idref.fr/080850170
A. V. Zataevič	Zataevič, Aleksandr Viktorovič (1869-1936)	http://data.bnf.fr/ark:/12148/cb10695779g#foaf:Person	http://www.idref.fr/080850170
M Zataevič	Zataevič, Aleksandr Viktorovič (1869-1936)	http://data.bnf.fr/ark:/12148/cb10695779g#foaf:Person	http://www.idref.fr/080850170
M Zeller	Zeller, Berthold (1848-1899)	http://data.bnf.fr/ark:/12148/cb10707669p#foaf:Person	http://www.idref.fr/087249731
B. Zeller	Zeller, Berthold (1848-1899)	http://data.bnf.fr/ark:/12148/cb10707669p#foaf:Person	http://www.idref.fr/087249731
Berthold Zeller	Zeller, Berthold (1848-1899)	http://data.bnf.fr/ark:/12148/cb10707669p#foaf:Person	http://www.idref.fr/087249731
M. Berthold Zeller	Zeller, Berthold (1848-1899)	http://data.bnf.fr/ark:/12148/cb10707669p#foaf:Person	http://www.idref.fr/087249731
B Zeller	Zeller, Berthold (1848-1899)	http://data.bnf.fr/ark:/12148/cb10707669p#foaf:Person	http://www.idref.fr/087249731
Zeller	Zeller, Berthold (1848-1899)	http://data.bnf.fr/ark:/12148/cb10707669p#foaf:Person	http://www.idref.fr/087249731
M Berthold Zeller	Zeller, Berthold (1848-1899)	http://data.bnf.fr/ark:/12148/cb10707669p#foaf:Person	http://www.idref.fr/087249731
M. Zeller	Zeller, Berthold (1848-1899)	http://data.bnf.fr/ark:/12148/cb10707669p#foaf:Person	http://www.idref.fr/087249731
Tseng Ts′an	Zeng zi	http://data.bnf.fr/ark:/12148/cb11929656q#foaf:Person	http://dbpedia.org/resource/Zengzi	http://www.idref.fr/027203468
M Zeng zi	Zeng zi	http://data.bnf.fr/ark:/12148/cb11929656q#foaf:Person	http://dbpedia.org/resource/Zengzi	http://www.idref.fr/027203468
Zeng zi	Zeng zi	http://data.bnf.fr/ark:/12148/cb11929656q#foaf:Person	http://dbpedia.org/resource/Zengzi	http://www.idref.fr/027203468
M. Zeng zi	Zeng zi	http://data.bnf.fr/ark:/12148/cb11929656q#foaf:Person	http://dbpedia.org/resource/Zengzi	http://www.idref.fr/027203468
曾 子	Zeng zi	http://data.bnf.fr/ark:/12148/cb11929656q#foaf:Person	http://dbpedia.org/resource/Zengzi	http://www.idref.fr/027203468
Sin Tsăng	Zeng zi	http://data.bnf.fr/ark:/12148/cb11929656q#foaf:Person	http://dbpedia.org/resource/Zengzi	http://www.idref.fr/027203468
Zengzi	Zeng zi	http://data.bnf.fr/ark:/12148/cb11929656q#foaf:Person	http://dbpedia.org/resource/Zengzi	http://www.idref.fr/027203468
Shen Tseng	Zeng zi	http://data.bnf.fr/ark:/12148/cb11929656q#foaf:Person	http://dbpedia.org/resource/Zengzi	http://www.idref.fr/027203468
Ts′an Tseng	Zeng zi	http://data.bnf.fr/ark:/12148/cb11929656q#foaf:Person	http://dbpedia.org/resource/Zengzi	http://www.idref.fr/027203468
Zi yu	Zeng zi	http://data.bnf.fr/ark:/12148/cb11929656q#foaf:Person	http://dbpedia.org/resource/Zengzi	http://www.idref.fr/027203468
Tsan Tsǎng	Zeng zi	http://data.bnf.fr/ark:/12148/cb11929656q#foaf:Person	http://dbpedia.org/resource/Zengzi	http://www.idref.fr/027203468
Can Zeng	Zeng zi	http://data.bnf.fr/ark:/12148/cb11929656q#foaf:Person	http://dbpedia.org/resource/Zengzi	http://www.idref.fr/027203468
Tseng Tzu	Zeng zi	http://data.bnf.fr/ark:/12148/cb11929656q#foaf:Person	http://dbpedia.org/resource/Zengzi	http://www.idref.fr/027203468
Zi Zeng	Zeng zi	http://data.bnf.fr/ark:/12148/cb11929656q#foaf:Person	http://dbpedia.org/resource/Zengzi	http://www.idref.fr/027203468
Thsêng-tseu	Zeng zi	http://data.bnf.fr/ark:/12148/cb11929656q#foaf:Person	http://dbpedia.org/resource/Zengzi	http://www.idref.fr/027203468
Ziyu	Zeng zi	http://data.bnf.fr/ark:/12148/cb11929656q#foaf:Person	http://dbpedia.org/resource/Zengzi	http://www.idref.fr/027203468
Tseng Tseu	Zeng zi	http://data.bnf.fr/ark:/12148/cb11929656q#foaf:Person	http://dbpedia.org/resource/Zengzi	http://www.idref.fr/027203468
Shen Zeng	Zeng zi	http://data.bnf.fr/ark:/12148/cb11929656q#foaf:Person	http://dbpedia.org/resource/Zengzi	http://www.idref.fr/027203468
Zeng Shen	Zeng zi	http://data.bnf.fr/ark:/12148/cb11929656q#foaf:Person	http://dbpedia.org/resource/Zengzi	http://www.idref.fr/027203468
Circi Zeydan	Zaydān, Ǧurǧī (1861-1914)	http://data.bnf.fr/ark:/12148/cb13757093b#foaf:Person	http://dbpedia.org/resource/Jorge_Zaydan	http://www.idref.fr/067036104
M Ǧurǧī Zaydān	Zaydān, Ǧurǧī (1861-1914)	http://data.bnf.fr/ark:/12148/cb13757093b#foaf:Person	http://dbpedia.org/resource/Jorge_Zaydan	http://www.idref.fr/067036104
M Zaydān	Zaydān, Ǧurǧī (1861-1914)	http://data.bnf.fr/ark:/12148/cb13757093b#foaf:Person	http://dbpedia.org/resource/Jorge_Zaydan	http://www.idref.fr/067036104
M. Zaydān	Zaydān, Ǧurǧī (1861-1914)	http://data.bnf.fr/ark:/12148/cb13757093b#foaf:Person	http://dbpedia.org/resource/Jorge_Zaydan	http://www.idref.fr/067036104
M. Ǧurǧī Zaydān	Zaydān, Ǧurǧī (1861-1914)	http://data.bnf.fr/ark:/12148/cb13757093b#foaf:Person	http://dbpedia.org/resource/Jorge_Zaydan	http://www.idref.fr/067036104
Ǧurǧī Zaydān	Zaydān, Ǧurǧī (1861-1914)	http://data.bnf.fr/ark:/12148/cb13757093b#foaf:Person	http://dbpedia.org/resource/Jorge_Zaydan	http://www.idref.fr/067036104
Zaydān	Zaydān, Ǧurǧī (1861-1914)	http://data.bnf.fr/ark:/12148/cb13757093b#foaf:Person	http://dbpedia.org/resource/Jorge_Zaydan	http://www.idref.fr/067036104
Ǧ. Zaydān	Zaydān, Ǧurǧī (1861-1914)	http://data.bnf.fr/ark:/12148/cb13757093b#foaf:Person	http://dbpedia.org/resource/Jorge_Zaydan	http://www.idref.fr/067036104
Ǧ Zaydān	Zaydān, Ǧurǧī (1861-1914)	http://data.bnf.fr/ark:/12148/cb13757093b#foaf:Person	http://dbpedia.org/resource/Jorge_Zaydan	http://www.idref.fr/067036104
Jirji Zaidan	Zaydān, Ǧurǧī (1861-1914)	http://data.bnf.fr/ark:/12148/cb13757093b#foaf:Person	http://dbpedia.org/resource/Jorge_Zaydan	http://www.idref.fr/067036104
Jorge Zaidan	Zaydān, Ǧurǧī (1861-1914)	http://data.bnf.fr/ark:/12148/cb13757093b#foaf:Person	http://dbpedia.org/resource/Jorge_Zaydan	http://www.idref.fr/067036104
Jurji Zaidan	Zaydān, Ǧurǧī (1861-1914)	http://data.bnf.fr/ark:/12148/cb13757093b#foaf:Person	http://dbpedia.org/resource/Jorge_Zaydan	http://www.idref.fr/067036104
Gurgi Zaidan	Zaydān, Ǧurǧī (1861-1914)	http://data.bnf.fr/ark:/12148/cb13757093b#foaf:Person	http://dbpedia.org/resource/Jorge_Zaydan	http://www.idref.fr/067036104
Jurji Zaydan	Zaydān, Ǧurǧī (1861-1914)	http://data.bnf.fr/ark:/12148/cb13757093b#foaf:Person	http://dbpedia.org/resource/Jorge_Zaydan	http://www.idref.fr/067036104
Girgi Zaidan	Zaydān, Ǧurǧī (1861-1914)	http://data.bnf.fr/ark:/12148/cb13757093b#foaf:Person	http://dbpedia.org/resource/Jorge_Zaydan	http://www.idref.fr/067036104
Georges Zaydane	Zaydān, Ǧurǧī (1861-1914)	http://data.bnf.fr/ark:/12148/cb13757093b#foaf:Person	http://dbpedia.org/resource/Jorge_Zaydan	http://www.idref.fr/067036104
Djirdji Zaidan	Zaydān, Ǧurǧī (1861-1914)	http://data.bnf.fr/ark:/12148/cb13757093b#foaf:Person	http://dbpedia.org/resource/Jorge_Zaydan	http://www.idref.fr/067036104
Girgi Zeidan	Zaydān, Ǧurǧī (1861-1914)	http://data.bnf.fr/ark:/12148/cb13757093b#foaf:Person	http://dbpedia.org/resource/Jorge_Zaydan	http://www.idref.fr/067036104
Georges Zaidan	Zaydān, Ǧurǧī (1861-1914)	http://data.bnf.fr/ark:/12148/cb13757093b#foaf:Person	http://dbpedia.org/resource/Jorge_Zaydan	http://www.idref.fr/067036104
Dzhirdzhi Zeidan	Zaydān, Ǧurǧī (1861-1914)	http://data.bnf.fr/ark:/12148/cb13757093b#foaf:Person	http://dbpedia.org/resource/Jorge_Zaydan	http://www.idref.fr/067036104
Georgi Zaydan	Zaydān, Ǧurǧī (1861-1914)	http://data.bnf.fr/ark:/12148/cb13757093b#foaf:Person	http://dbpedia.org/resource/Jorge_Zaydan	http://www.idref.fr/067036104
Jacopo Del Zucchi	Zucchi, Jacopo (1541-1590)	http://data.bnf.fr/ark:/12148/cb12246311j#foaf:Person	http://www.idref.fr/03120287X
J. Zucchi	Zucchi, Jacopo (1541-1590)	http://data.bnf.fr/ark:/12148/cb12246311j#foaf:Person	http://www.idref.fr/03120287X
J Zucchi	Zucchi, Jacopo (1541-1590)	http://data.bnf.fr/ark:/12148/cb12246311j#foaf:Person	http://www.idref.fr/03120287X
M. Jacopo Zucchi	Zucchi, Jacopo (1541-1590)	http://data.bnf.fr/ark:/12148/cb12246311j#foaf:Person	http://www.idref.fr/03120287X
M Jacopo Zucchi	Zucchi, Jacopo (1541-1590)	http://data.bnf.fr/ark:/12148/cb12246311j#foaf:Person	http://www.idref.fr/03120287X
M Zucchi	Zucchi, Jacopo (1541-1590)	http://data.bnf.fr/ark:/12148/cb12246311j#foaf:Person	http://www.idref.fr/03120287X
Jacopo Zucchi	Zucchi, Jacopo (1541-1590)	http://data.bnf.fr/ark:/12148/cb12246311j#foaf:Person	http://www.idref.fr/03120287X
M. Zucchi	Zucchi, Jacopo (1541-1590)	http://data.bnf.fr/ark:/12148/cb12246311j#foaf:Person	http://www.idref.fr/03120287X
Zucchi	Zucchi, Jacopo (1541-1590)	http://data.bnf.fr/ark:/12148/cb12246311j#foaf:Person	http://www.idref.fr/03120287X
A Zoilo	Zoilo, Annibale (1537-1592)	http://data.bnf.fr/ark:/12148/cb148485189#foaf:Person	http://www.idref.fr/164003371
M. Zoilo	Zoilo, Annibale (1537-1592)	http://data.bnf.fr/ark:/12148/cb148485189#foaf:Person	http://www.idref.fr/164003371
Annibale Zoilo	Zoilo, Annibale (1537-1592)	http://data.bnf.fr/ark:/12148/cb148485189#foaf:Person	http://www.idref.fr/164003371
M Annibale Zoilo	Zoilo, Annibale (1537-1592)	http://data.bnf.fr/ark:/12148/cb148485189#foaf:Person	http://www.idref.fr/164003371
